coord.lon,coord.lat,aqi.dt,aqi.main.aqi,aqi.components.co,aqi.components.no,aqi.components.no2,aqi.components.o3,aqi.components.so2,aqi.components.pm2_5,aqi.components.pm10,aqi.components.nh3
-122.3253,47.5833,1670426461,1,330.45,0.01,22.28,35.05,2.92,8.62,9.94,0.08
-156.4539,20.8856,1670426461,1,166.89,0.0,0.11,70.1,0.13,2.12,10.44,0.0
-77.1527,39.1042,1670426461,1,403.88,12.63,20.22,3.26,2.74,8.9,11.18,0.67
-104.8492,39.7644,1670426461,3,687.6,38.0,50.04,0.53,3.49,21.58,27.23,7.28
-92.4027,34.7492,1670426461,1,236.99,1.05,3.73,1.3,0.24,2.74,3.09,0.1
-81.1288,31.9978,1670426461,2,287.06,9.5,8.05,10.64,0.69,14.95,17.69,0.01
-70.8877,42.1665,1670426461,1,220.3,0.07,6.86,68.67,0.77,1.99,2.51,0.15
-82.9184,40.0522,1670426461,1,377.18,6.99,15.42,1.06,0.45,9.99,10.98,0.44
-71.481,41.726,1670426461,1,203.61,0.03,3.34,76.53,0.43,1.52,1.84,0.07
-94.0153,40.2656,1670426461,2,307.08,1.26,8.05,20.03,0.84,10.95,11.93,3.2
-111.8973,33.4216,1670426461,4,1014.71,71.53,49.35,0.02,1.15,36.9,57.04,2.5
-110.9791,32.2986,1670426461,1,377.18,0.49,28.45,33.26,1.04,8.36,16.2,2.19
-80.1281,26.7065,1670426461,1,223.64,0.49,3.47,75.82,0.59,4.16,8.27,0.21
-82.4577,28.0573,1670426461,2,347.14,8.72,9.94,16.27,0.41,11.61,16.43,0.53
-80.2569,25.7353,1670426461,1,390.53,8.94,30.85,38.62,3.49,8.35,14.99,1.44
-93.4654,41.6635,1670426461,2,357.15,2.07,16.45,22.53,0.41,11.03,13.98,11.02
-116.5498,33.8242,1670426461,2,280.38,0.0,12.34,45.42,0.65,11.01,13.53,0.5
-114.5655,32.653,1670426461,1,233.65,0.01,6.08,47.21,0.23,3.7,12.93,1.0
-74.3166,40.686,1670426460,2,393.87,7.71,30.16,3.67,2.44,10.35,15.39,0.38
-83.4506,42.7358,1670426460,2,383.85,1.76,23.31,8.76,1.34,18.05,19.93,0.13
-115.0351,36.0648,1670426461,3,473.98,2.15,54.84,12.16,2.03,21.83,41.86,4.94
-115.1219,36.0222,1670426461,3,473.98,2.15,54.84,12.16,2.03,21.83,41.86,4.94
-117.9901,34.1338,1670426461,3,420.57,1.23,50.04,7.69,1.39,24.77,31.94,0.28
-81.4021,28.4549,1670426461,1,267.03,2.99,8.57,32.54,0.32,8.34,12.06,0.41
-82.7066,28.3031,1670426461,2,283.72,1.75,4.8,32.19,0.66,11.12,15.51,0.25
-82.3401,27.9441,1670426461,2,453.95,18.77,17.31,13.59,0.93,14.1,18.51,1.11
-82.5005,28.0983,1670426461,2,347.14,8.72,9.94,16.27,0.41,11.61,16.43,0.53
-82.45,27.294,1670426461,1,300.41,4.02,9.6,30.76,0.72,8.29,12.43,0.79
-82.5083,27.9583,1670426461,2,500.68,23.02,19.19,11.62,1.1,16.12,21.2,1.3
-82.664,27.7901,1670426461,2,560.76,24.14,26.05,14.48,2.33,19.5,25.05,2.22
-112.0341,33.6393,1670426461,4,480.65,4.92,47.98,1.42,2.5,22.16,57.66,1.52
-111.721,32.8818,1670426461,2,220.3,0.01,3.38,35.41,0.06,8.77,29.12,0.44
-110.9751,32.2841,1670426461,1,377.18,0.49,28.45,33.26,1.04,8.36,16.2,2.19
-111.3242,34.2671,1670426461,1,173.57,0.0,1.97,36.84,0.13,0.78,1.43,0.05
-112.0048,34.7206,1670426461,1,185.25,0.0,1.91,43.99,0.02,1.32,2.56,0.11
-112.2762,33.7152,1670426461,3,507.36,4.08,40.78,2.17,0.47,21.79,42.99,0.31
-112.3387,33.4556,1670426461,4,700.95,26.38,34.27,0.06,0.24,28.5,65.36,1.17
-112.3694,34.5754,1670426461,1,186.92,0.0,1.89,72.96,0.08,2.59,4.66,0.17
-112.3617,34.5792,1670426461,1,186.92,0.0,1.89,72.96,0.08,2.59,4.66,0.17
-112.2568,33.5793,1670426461,4,700.95,26.38,34.27,0.06,0.24,28.5,65.36,1.17
-112.2067,33.6396,1670426461,3,507.36,4.08,40.78,2.17,0.47,21.79,42.99,0.31
-111.9759,33.6391,1670426461,4,527.38,0.43,52.78,6.53,2.95,23.04,51.81,0.49
-110.987,32.1615,1670426461,2,433.92,5.64,36.67,5.45,0.75,10.41,19.58,3.77
-112.1142,33.6126,1670426461,4,480.65,4.92,47.98,1.42,2.5,22.16,57.66,1.52
-111.8967,33.6254,1670426461,4,527.38,0.43,52.78,6.53,2.95,23.04,51.81,0.49
-112.1905,33.667,1670426461,4,480.65,4.92,47.98,1.42,2.5,22.16,57.66,1.52
-111.0504,32.3287,1670426461,1,283.72,0.33,17.31,22.53,0.13,5.79,14.16,0.82
-112.0379,33.5997,1670426461,5,1335.14,119.81,45.24,0.01,2.3,59.37,98.36,4.81
-110.9544,32.403,1670426461,1,216.96,0.03,4.84,59.37,0.61,2.98,8.3,1.0
-112.3566,33.6399,1670426461,3,507.36,4.08,40.78,2.17,0.47,21.79,42.99,0.31
-110.9153,32.2248,1670426461,1,377.18,0.49,28.45,33.26,1.04,8.36,16.2,2.19
-111.9748,33.797,1670426461,4,527.38,0.43,52.78,6.53,2.95,23.04,51.81,0.49
-95.7206,29.7863,1670426461,1,236.99,0.64,8.74,36.48,0.78,7.28,19.77,0.33
-97.2432,32.8421,1670426461,1,257.02,0.5,8.65,14.31,0.36,7.67,9.36,0.3
-95.4571,29.7234,1670426461,2,337.12,3.52,27.76,24.32,6.08,10.4,23.08,0.85
-95.615,29.6031,1670426461,1,236.99,0.64,8.74,36.48,0.78,7.28,19.77,0.33
-95.418,29.8114,1670426461,2,340.46,3.21,28.79,21.99,4.83,11.07,23.65,0.57
-117.5252,33.8852,1670426461,5,961.3,56.77,67.17,0.0,5.19,56.75,71.47,4.5
-117.7962,33.7245,1670426461,4,807.76,59.9,56.21,0.0,8.46,43.71,61.64,4.69
-117.9167,33.7003,1670426461,5,1455.31,150.2,82.25,0.0,21.22,73.81,92.84,12.03
-117.9079,33.996,1670426461,5,921.25,73.31,50.04,0.0,2.09,56.96,71.04,2.34
-118.1012,33.8858,1670426461,5,1455.31,153.78,70.6,0.0,5.54,84.55,103.15,5.76
-118.4187,34.294,1670426461,1,226.97,0.0,6.34,50.78,0.78,2.45,4.77,0.34
-117.2704,34.0649,1670426461,4,520.71,4.64,61.69,1.97,2.71,29.16,36.35,0.43
-118.2866,33.8685,1670426461,5,1735.69,198.48,87.74,0.0,15.5,95.62,117.06,13.55
-118.5941,34.2183,1670426461,1,226.97,0.0,6.34,50.78,0.78,2.45,4.77,0.34
-117.6604,33.557,1670426461,4,667.57,30.85,61.01,0.0,12.16,32.39,45.54,3.36
-117.8568,33.8103,1670426461,5,921.25,73.31,50.04,0.0,2.09,56.96,71.04,2.34
-117.263,33.943,1670426461,4,640.87,31.29,48.67,0.01,2.06,29.93,39.13,2.82
-118.3306,33.8035,1670426461,5,1735.69,198.48,87.74,0.0,15.5,95.62,117.06,13.55
-121.8627,37.2486,1670426461,5,1014.71,84.94,74.71,0.0,12.76,51.68,61.45,10.39
-122.1792,37.7153,1670426461,4,634.19,43.36,42.84,0.0,3.28,27.18,38.29,2.47
-122.28,37.8305,1670426461,2,467.3,12.41,39.41,0.08,5.36,15.23,18.24,0.9
-122.2499,37.5012,1670426461,4,700.95,47.83,54.84,0.0,7.63,30.39,39.27,2.22
-121.9105,37.7,1670426461,2,377.18,6.87,34.62,0.16,2.3,15.29,21.15,0.76
-122.2808,37.5638,1670426461,4,700.95,47.83,54.84,0.0,7.63,30.39,39.27,2.22
-122.2172,38.1362,1670426461,1,303.75,0.06,12.0,15.02,0.18,7.57,10.15,1.2
-122.0541,37.9756,1670426461,3,540.73,29.06,33.93,0.0,6.68,22.11,30.85,2.09
-122.0679,37.6123,1670426461,4,634.19,43.36,42.84,0.0,3.28,27.18,38.29,2.47
-121.262,38.7524,1670426461,2,420.57,3.41,26.73,2.24,1.37,10.4,18.49,2.88
-122.0701,38.2472,1670426461,1,223.64,0.02,4.8,27.54,0.06,2.56,3.84,0.58
-118.1351,34.5989,1670426461,1,233.65,0.01,10.8,44.35,0.39,3.75,7.1,0.19
-122.4674,37.6756,1670426461,4,734.33,40.23,52.78,0.0,7.87,26.77,30.42,2.12
-122.0182,37.3753,1670426461,4,827.79,70.63,47.3,0.0,6.74,41.18,48.17,3.17
-122.7161,38.3652,1670426461,2,373.84,1.23,22.62,6.8,0.98,10.05,12.06,4.62
-121.9414,37.2923,1670426461,5,1014.71,84.94,74.71,0.0,12.76,51.68,61.45,10.39
-122.3225,37.9303,1670426461,2,467.3,12.41,39.41,0.08,5.36,15.23,18.24,0.9
-121.859,38.0116,1670426461,2,427.25,6.99,35.99,0.09,3.87,14.68,17.46,5.0
-117.5469,34.1085,1670426461,4,547.41,3.35,69.23,1.61,6.08,40.69,48.93,0.09
-118.0129,33.7613,1670426461,5,2029.42,236.03,91.85,0.0,19.07,104.54,129.99,10.39
-118.1658,33.8017,1670426461,5,1455.31,153.78,70.6,0.0,5.54,84.55,103.15,5.76
-118.2678,34.1436,1670426461,4,814.44,78.68,52.09,0.0,5.19,38.82,58.68,6.71
-121.3263,38.663,1670426461,2,420.57,3.41,26.73,2.24,1.37,10.4,18.49,2.88
-121.4525,38.4976,1670426461,2,417.23,6.99,19.19,0.11,0.4,11.35,13.54,0.54
-121.268,38.6008,1670426461,2,420.57,3.41,26.73,2.24,1.37,10.4,18.49,2.88
-118.4971,34.4192,1670426461,1,186.92,0.0,1.54,60.08,0.07,1.16,1.47,0.06
-118.1344,33.987,1670426461,5,1455.31,153.78,70.6,0.0,5.54,84.55,103.15,5.76
-122.4929,37.9533,1670426461,2,453.95,12.52,26.39,0.02,1.74,15.55,18.63,4.5
-117.0314,32.6372,1670426461,2,520.71,24.36,39.76,0.05,1.42,15.89,22.6,2.12
-117.0357,32.7437,1670426461,2,520.71,24.36,39.76,0.05,1.42,15.89,22.6,2.12
-117.2611,33.0646,1670426461,2,337.12,0.78,22.62,7.69,1.25,13.41,19.39,1.79
-121.2663,38.0198,1670426461,3,587.46,37.55,18.85,0.0,0.2,21.85,26.1,2.09
-119.8505,36.8098,1670426461,1,310.42,2.01,16.28,0.92,0.33,7.14,9.78,4.24
-119.7283,36.8101,1670426461,1,273.71,0.05,10.54,22.71,0.24,4.35,5.45,0.52
-117.3332,34.473,1670426461,4,433.92,0.18,47.98,9.3,3.25,33.84,48.14,0.04
-116.3888,33.7989,1670426461,1,340.46,0.01,18.68,29.68,0.34,9.4,16.47,1.57
-117.1968,33.556,1670426461,2,350.48,0.72,19.36,8.14,0.58,13.61,19.5,1.0
-117.0748,32.9848,1670426461,1,323.77,1.33,27.42,9.3,0.5,7.79,11.98,0.96
-117.0917,32.5869,1670426461,2,433.92,0.42,36.33,14.13,1.51,10.22,16.42,1.36
-116.9847,32.8405,1670426461,1,243.66,0.01,14.4,47.92,0.46,5.76,8.29,1.41
-117.2138,32.7522,1670426461,1,267.03,0.0,14.05,52.93,4.17,4.63,8.03,0.38
-117.2949,33.1852,1670426461,2,337.12,0.78,22.62,7.69,1.25,13.41,19.39,1.79
-117.307,34.1331,1670426461,4,520.71,4.64,61.69,1.97,2.71,29.16,36.35,0.43
-118.0093,33.9184,1670426461,5,1455.31,153.78,70.6,0.0,5.54,84.55,103.15,5.76
-117.6685,34.0913,1670426461,2,317.1,0.0,23.65,42.56,1.55,11.23,14.22,0.3
-118.082,33.9995,1670426461,5,1455.31,153.78,70.6,0.0,5.54,84.55,103.15,5.76
-118.215,33.9878,1670426461,5,1735.69,198.48,87.74,0.0,15.5,95.62,117.06,13.55
-121.5028,38.4828,1670426461,2,417.23,6.99,19.19,0.11,0.4,11.35,13.54,0.54
-118.2949,33.7652,1670426461,5,2029.42,239.61,106.93,0.0,19.31,108.72,129.32,5.83
-121.1923,37.7946,1670426461,2,487.33,21.68,25.02,0.0,2.3,18.33,23.66,4.31
-122.2232,37.7699,1670426461,4,1068.12,101.03,54.15,0.0,7.75,47.87,57.57,5.83
-121.9214,37.2633,1670426461,5,1014.71,84.94,74.71,0.0,12.76,51.68,61.45,10.39
-118.3303,33.9482,1670426461,5,1735.69,198.48,87.74,0.0,15.5,95.62,117.06,13.55
-119.078,34.2177,1670426461,1,213.62,0.01,3.51,36.12,0.06,1.99,3.43,0.18
-117.1976,34.0684,1670426461,1,277.04,0.01,21.94,46.49,1.24,6.21,9.12,0.25
-119.7863,36.8407,1670426461,1,273.71,0.05,10.54,22.71,0.24,4.35,5.45,0.52
-122.1179,37.663,1670426461,4,634.19,43.36,42.84,0.0,3.28,27.18,38.29,2.47
-117.266,33.2501,1670426461,2,277.04,0.0,12.17,37.19,3.76,17.24,23.93,0.24
-121.6505,39.1439,1670426461,1,327.11,0.11,11.14,10.73,0.2,5.96,7.28,1.2
-121.4683,37.7566,1670426461,2,273.71,0.05,16.11,22.35,1.52,10.15,13.7,2.19
-121.3462,37.9868,1670426461,2,480.65,18.55,20.05,0.0,0.37,16.37,18.09,1.41
-117.0987,33.483,1670426461,2,350.48,0.72,19.36,8.14,0.58,13.61,19.5,1.0
-116.9698,32.6331,1670426461,1,373.84,1.9,33.24,12.34,0.9,8.87,12.81,1.36
-120.7007,35.5263,1670426461,1,226.97,0.0,5.1,39.7,0.25,5.07,5.96,0.29
-117.1009,32.7018,1670426461,2,520.71,24.36,39.76,0.05,1.42,15.89,22.6,2.12
-117.0373,32.5763,1670426461,2,433.92,0.42,36.33,14.13,1.51,10.22,16.42,1.36
-118.1857,33.8878,1670426461,5,1455.31,153.78,70.6,0.0,5.54,84.55,103.15,5.76
-118.3113,33.9875,1670426461,5,1735.69,198.48,87.74,0.0,15.5,95.62,117.06,13.55
-119.1778,34.2405,1670426460,1,213.62,0.01,3.51,36.12,0.06,1.99,3.43,0.18
-121.9013,37.4156,1670426461,3,527.38,38.89,35.64,0.0,1.59,23.92,32.44,2.22
-121.9485,38.3746,1670426461,1,273.71,1.76,17.48,3.98,0.16,5.99,8.02,1.44
-122.268,38.0109,1670426461,1,303.75,0.06,12.0,15.02,0.18,7.57,10.15,1.2
-118.2707,34.0571,1670426461,4,814.44,78.68,52.09,0.0,5.19,38.82,58.68,6.71
-119.0489,35.3385,1670426461,2,390.53,1.16,30.85,2.79,1.59,11.57,14.43,3.45
-120.6896,35.2503,1670426461,1,216.96,0.0,3.73,46.49,0.28,3.45,4.38,0.16
-117.061,33.1306,1670426461,1,300.41,0.87,22.96,12.16,0.37,7.01,10.94,1.22
-118.5739,34.4406,1670426461,1,186.92,0.0,1.54,60.08,0.07,1.16,1.47,0.06
-118.964,35.3923,1670426461,2,380.52,3.44,27.76,3.71,1.89,10.19,14.06,3.01
-118.3643,33.9889,1670426461,5,1735.69,198.48,87.74,0.0,15.5,95.62,117.06,13.55
-118.1837,33.8137,1670426461,5,1455.31,153.78,70.6,0.0,5.54,84.55,103.15,5.76
-119.0995,35.3855,1670426461,2,390.53,1.16,30.85,2.79,1.59,11.57,14.43,3.45
-121.7363,38.675,1670426461,1,280.38,0.15,8.05,12.52,0.09,4.01,5.13,0.42
-121.7776,36.9323,1670426461,2,400.54,12.85,30.5,0.03,1.65,16.28,21.7,1.98
-118.6269,34.1891,1670426461,1,310.42,1.51,23.65,6.62,0.94,7.77,11.6,1.06
-117.8692,33.9132,1670426461,5,921.25,73.31,50.04,0.0,2.09,56.96,71.04,2.34
-119.6711,36.3297,1670426461,1,230.31,0.26,4.84,5.54,0.04,3.74,5.39,4.56
-117.2421,33.1407,1670426461,2,337.12,0.78,22.62,7.69,1.25,13.41,19.39,1.79
-121.7455,37.9592,1670426461,2,520.71,16.76,36.33,0.01,2.47,19.64,24.12,0.97
-117.7086,33.5649,1670426461,4,667.57,30.85,61.01,0.0,12.16,32.39,45.54,3.36
-119.0232,36.0527,1670426461,1,277.04,0.04,7.97,14.66,0.03,8.52,9.34,1.22
-117.6295,34.1336,1670426461,2,317.1,0.0,23.65,42.56,1.55,11.23,14.22,0.3
-117.556,33.9783,1670426461,5,961.3,56.77,67.17,0.0,5.19,56.75,71.47,4.5
-120.8246,38.7312,1670426461,1,230.31,0.0,2.68,49.35,0.05,2.86,6.14,0.46
-119.7331,36.7339,1670426461,3,540.73,30.4,21.94,0.0,3.16,20.11,24.55,6.02
-117.2277,33.8898,1670426461,4,640.87,31.29,48.67,0.01,2.06,29.93,39.13,2.82
-120.0867,36.9794,1670426461,1,307.08,1.38,14.05,0.35,0.13,9.51,11.33,1.3
-122.4832,37.6989,1670426461,4,734.33,40.23,52.78,0.0,7.87,26.77,30.42,2.12
-73.9079,41.5964,1670426461,1,303.75,0.85,26.39,26.46,3.22,6.43,7.68,0.18
-73.6624,40.7068,1670426461,4,801.09,50.52,68.55,0.67,16.21,26.55,36.39,4.37
-73.5582,40.7808,1670426461,1,360.49,0.56,37.01,27.18,3.73,6.71,15.05,0.83
-73.7248,40.6597,1670426461,4,801.09,50.52,68.55,0.67,16.21,26.55,36.39,4.37
-73.7439,43.1031,1670426461,1,230.31,0.12,10.2,47.21,1.0,2.14,2.81,0.11
-73.9859,41.962,1670426461,1,283.72,0.55,17.65,27.9,1.24,5.04,5.77,0.09
-73.918,42.782,1670426461,1,247.0,0.28,13.02,37.55,0.92,2.48,3.25,0.2
-73.8483,42.6973,1670426461,1,247.0,0.28,13.02,37.55,0.92,2.48,3.25,0.2
-74.3758,41.4546,1670426461,1,273.71,0.47,11.31,16.45,0.27,3.98,5.28,0.16
-74.0693,41.4992,1670426461,1,263.69,0.4,13.88,23.96,0.6,4.12,5.38,0.14
-75.2806,43.0894,1670426461,1,280.38,0.23,10.03,25.39,0.49,3.11,3.62,0.14
-73.7608,42.7556,1670426461,1,250.34,0.24,16.97,44.35,2.71,2.7,3.54,0.25
-73.7929,42.6848,1670426461,1,250.34,0.24,16.97,44.35,2.71,2.7,3.54,0.25
-73.6999,42.648,1670426461,1,250.34,0.24,16.97,44.35,2.71,2.7,3.54,0.25
-73.9291,41.7265,1670426461,1,290.39,0.62,21.25,27.54,2.12,5.42,6.31,0.19
-73.7681,42.8575,1670426461,1,243.66,0.22,14.05,47.21,1.76,2.84,3.65,0.14
-74.1499,41.3182,1670426461,1,267.03,0.55,15.59,26.11,1.18,3.67,5.2,0.16
-74.1828,42.9672,1670426461,1,240.33,0.14,9.17,35.41,0.34,2.16,2.49,0.1
-122.7197,38.469,1670426461,1,290.39,0.01,9.85,31.83,0.14,4.88,5.93,2.63
-122.107,37.9955,1670426461,3,540.73,29.06,33.93,0.0,6.68,22.11,30.85,2.09
-104.8247,39.6984,1670426461,3,687.6,38.0,50.04,0.53,3.49,21.58,27.23,7.28
-105.0807,39.7927,1670426461,1,287.06,0.34,17.65,37.91,0.31,2.76,6.63,1.76
-104.9858,39.8803,1670426461,1,393.87,1.03,38.04,29.33,0.98,8.1,11.68,3.86
-105.1696,39.9613,1670426461,1,297.07,0.22,15.77,49.35,0.46,3.59,6.2,1.84
-105.086,39.6176,1670426461,1,287.06,0.34,17.65,37.91,0.31,2.76,6.63,1.76
-104.884,39.5622,1670426461,2,453.95,10.28,33.24,2.17,1.36,10.21,14.17,4.02
-104.8787,39.5975,1670426461,2,453.95,10.28,33.24,2.17,1.36,10.21,14.17,4.02
-104.798,38.9343,1670426461,1,290.39,0.38,18.17,38.98,0.75,3.19,4.05,1.81
-105.0698,40.5251,1670426461,1,223.64,0.02,5.48,67.23,1.07,1.12,2.0,1.22
-105.0705,39.7122,1670426461,1,287.06,0.34,17.65,37.91,0.31,2.76,6.63,1.76
-104.7378,40.3906,1670426461,1,293.73,0.2,20.22,41.13,1.22,4.8,6.24,6.08
-105.0773,39.8587,1670426461,1,297.07,0.22,15.77,49.35,0.46,3.59,6.2,1.84
-105.0244,39.623,1670426461,1,287.06,0.34,17.65,37.91,0.31,2.76,6.63,1.76
-105.0495,39.6544,1670426461,1,287.06,0.34,17.65,37.91,0.31,2.76,6.63,1.76
-105.1898,39.7229,1670426461,1,287.06,0.34,17.65,37.91,0.31,2.76,6.63,1.76
-104.8117,39.6165,1670426461,3,687.6,38.0,50.04,0.53,3.49,21.58,27.23,7.28
-105.0553,39.9171,1670426461,1,297.07,0.22,15.77,49.35,0.46,3.59,6.2,1.84
-104.7158,39.6068,1670426461,3,667.57,36.21,65.8,0.87,5.31,23.88,31.06,7.16
-104.9011,39.7702,1670426461,3,687.6,38.0,50.04,0.53,3.49,21.58,27.23,7.28
-105.0004,39.5451,1670426461,1,277.04,0.23,12.17,37.19,0.22,2.28,6.07,1.5
-104.8523,39.0635,1670426461,1,191.93,0.02,1.78,55.08,0.74,0.5,0.72,0.41
-105.0546,40.5833,1670426461,1,223.64,0.02,5.48,67.23,1.07,1.12,2.0,1.22
-105.2549,40.0161,1670426461,1,191.93,0.02,2.1,72.96,0.41,0.5,1.34,0.44
-104.7871,39.9518,1670426461,2,423.91,2.07,44.55,13.95,1.88,11.66,16.55,5.26
-104.9745,39.9944,1670426461,1,393.87,1.03,38.04,29.33,0.98,8.1,11.68,3.86
-105.1606,39.6362,1670426461,1,287.06,0.34,17.65,37.91,0.31,2.76,6.63,1.76
-105.0776,39.7393,1670426461,1,287.06,0.34,17.65,37.91,0.31,2.76,6.63,1.76
-104.7776,39.7626,1670426461,3,667.57,36.21,65.8,0.87,5.31,23.88,31.06,7.16
-104.969,40.1583,1670426461,1,270.37,0.08,12.17,50.07,0.45,3.17,4.46,3.07
-75.6665,39.6918,1670426461,1,293.73,0.95,13.88,15.02,1.61,7.18,8.67,0.16
-75.4577,39.8178,1670426461,1,323.77,1.68,17.65,11.36,1.58,8.75,10.26,0.25
-75.7507,39.6011,1670426461,1,293.73,0.95,13.88,15.02,1.61,7.18,8.67,0.16
-75.1627,38.747,1670426461,1,233.65,0.12,4.11,38.27,0.47,4.05,5.08,0.29
-75.5966,39.6701,1670426461,1,337.12,1.82,20.74,8.4,2.53,8.75,10.47,0.43
-75.5287,39.1837,1670426461,1,250.34,0.25,5.66,26.82,0.62,6.32,7.29,0.97
-75.7798,39.669,1670426461,1,293.73,0.95,13.88,15.02,1.61,7.18,8.67,0.16
-117.7054,33.6194,1670426461,4,807.76,59.9,56.21,0.0,8.46,43.71,61.64,4.69
-120.9498,37.7131,1670426461,2,367.17,6.54,20.91,0.16,0.19,11.51,12.98,1.2
-121.665,36.7172,1670426461,1,277.04,0.26,15.42,7.78,0.18,8.23,9.56,0.99
-117.325,34.5191,1670426461,4,433.92,0.18,47.98,9.3,3.25,33.84,48.14,0.04
-117.9094,34.0865,1670426461,3,420.57,1.23,50.04,7.69,1.39,24.77,31.94,0.28
-121.5464,38.5904,1670426461,2,417.23,6.99,19.19,0.11,0.4,11.35,13.54,0.54
-116.9647,32.8092,1670426461,1,243.66,0.01,14.4,47.92,0.46,5.76,8.29,1.41
-117.4382,34.055,1670426461,4,547.41,3.35,69.23,1.61,6.08,40.69,48.93,0.09
-118.2221,33.88,1670426461,5,1735.69,198.48,87.74,0.0,15.5,95.62,117.06,13.55
-121.8625,37.3048,1670426461,5,1014.71,84.94,74.71,0.0,12.76,51.68,61.45,10.39
-82.4881,27.4928,1670426461,2,323.77,5.2,12.0,31.11,1.03,10.02,14.51,0.55
-82.7398,28.0461,1670426461,2,400.54,7.38,11.14,19.31,0.61,14.52,20.83,1.0
-76.5987,39.1993,1670426461,2,433.92,19.89,23.31,1.59,2.56,11.82,16.44,1.17
-76.4432,39.3595,1670426461,2,547.41,36.21,28.45,0.96,4.65,17.77,21.79,1.22
-76.7452,39.2868,1670426461,2,390.53,11.29,23.65,3.53,2.71,11.62,14.96,0.46
-76.5439,39.3956,1670426461,2,547.41,36.21,28.45,0.96,4.65,17.77,21.79,1.22
-76.539,39.2861,1670426461,2,547.41,36.21,28.45,0.96,4.65,17.77,21.79,1.22
-76.3505,39.5209,1670426461,2,353.81,3.63,22.28,7.87,2.86,10.72,12.1,0.23
-76.7676,39.4083,1670426461,1,310.42,2.85,17.14,10.91,1.8,9.15,10.82,0.16
-77.1446,39.0272,1670426461,1,403.88,12.63,20.22,3.26,2.74,8.9,11.18,0.67
-76.1842,39.5234,1670426461,1,303.75,1.36,13.88,12.34,2.27,7.33,8.51,0.13
-77.4547,39.4203,1670426461,1,277.04,1.12,9.77,10.82,0.18,6.67,7.33,0.24
-76.9612,39.0583,1670426461,2,417.23,15.42,24.68,3.17,3.79,11.79,14.01,0.56
-76.9298,39.0171,1670426461,2,417.23,15.42,24.68,3.17,3.79,11.79,14.01,0.56
-76.975,38.8062,1670426461,2,507.36,29.5,27.42,1.77,5.48,14.32,17.57,1.49
-76.8513,38.8879,1670426461,2,507.36,29.5,27.42,1.77,5.48,14.32,17.57,1.49
-76.5546,38.9839,1670426461,1,303.75,2.35,13.2,7.6,0.86,7.58,10.39,0.27
-77.0809,39.0832,1670426461,1,403.88,12.63,20.22,3.26,2.74,8.9,11.18,0.67
-77.3996,39.3837,1670426461,1,297.07,2.52,12.68,9.39,1.06,5.67,7.15,0.27
-77.2478,39.2012,1670426461,1,297.07,2.52,12.68,9.39,1.06,5.67,7.15,0.27
-75.5625,38.417,1670426461,1,243.66,0.16,3.94,33.62,0.53,5.08,6.4,0.53
-76.7151,38.9456,1670426461,2,387.19,11.51,22.28,3.04,3.43,10.35,12.81,0.75
-76.8921,38.647,1670426461,1,323.77,5.92,14.4,5.14,1.97,7.36,9.71,0.59
-76.9646,38.9663,1670426461,2,507.36,29.5,27.42,1.77,5.48,14.32,17.57,1.49
-76.641,39.4651,1670426461,1,310.42,2.85,17.14,10.91,1.8,9.15,10.82,0.16
-76.8287,39.2794,1670426461,1,317.1,3.74,16.97,8.76,1.74,8.17,9.99,0.2
-77.7516,39.6568,1670426461,1,300.41,1.63,14.05,6.8,0.17,8.89,9.88,0.72
-76.8397,39.0943,1670426461,2,417.23,15.42,24.68,3.17,3.79,11.79,14.01,0.56
-76.8213,39.1793,1670426461,2,417.23,15.42,24.68,3.17,3.79,11.79,14.01,0.56
-76.2921,39.439,1670426461,2,353.81,3.63,22.28,7.87,2.86,10.72,12.1,0.23
-76.5638,39.3723,1670426461,2,547.41,36.21,28.45,0.96,4.65,17.77,21.79,1.22
-75.1642,38.3413,1670426461,1,230.31,0.09,2.91,48.64,0.56,4.31,5.71,0.77
-76.6742,39.248,1670426461,2,390.53,11.29,23.65,3.53,2.71,11.62,14.96,0.46
-76.9678,39.5636,1670426461,1,297.07,1.61,12.51,13.59,1.1,7.39,8.73,0.25
-76.9469,39.4073,1670426461,1,297.07,1.61,12.51,13.59,1.1,7.39,8.73,0.25
-76.5926,39.1365,1670426461,2,433.92,19.89,23.31,1.59,2.56,11.82,16.44,1.17
-76.7072,39.3557,1670426461,2,390.53,11.29,23.65,3.53,2.71,11.62,14.96,0.46
-76.4893,39.3353,1670426461,2,547.41,36.21,28.45,0.96,4.65,17.77,21.79,1.22
-76.5405,38.9818,1670426461,1,303.75,2.35,13.2,7.6,0.86,7.58,10.39,0.27
-71.1557,42.3622,1670426461,1,267.03,0.21,19.19,52.93,3.16,3.56,4.64,0.49
-71.0238,41.9686,1670426461,1,208.62,0.06,5.66,67.95,1.94,1.91,2.59,0.07
-71.1682,41.7278,1670426461,1,201.94,0.04,3.98,71.53,1.15,1.87,2.49,0.05
-71.0089,42.2314,1670426461,1,267.03,0.21,19.19,52.93,3.16,3.56,4.64,0.49
-81.4772,28.5501,1670426461,1,267.03,2.99,8.57,32.54,0.32,8.34,12.06,0.41
-70.9907,42.0799,1670426461,1,220.3,0.07,6.86,68.67,0.77,1.99,2.51,0.15
