id,main,description,icon,base,visibility,dt,timezone,id,name,cod,coord.lon_x,coord.lat_x,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3,coord.lon_y,coord.lat_y
802,Clouds,scattered clouds,03n,stations,10000,2022-09-20 14:00:00,-36000,5856195,Honolulu,200,-157.8583,21.3069,24.85,25.3,24.04,25.54,1013,73,4.02,70,37,2,2010198,US,2022-09-20 16:19:47,2022-09-21 04:29:52,1,151.87,0,1.54,66.52,0.68,2.19,10.64,0.06,-157.8581,21.3103
