coord.lon,coord.lat,aqi.dt,aqi.main.aqi,aqi.components.co,aqi.components.no,aqi.components.no2,aqi.components.o3,aqi.components.so2,aqi.components.pm2_5,aqi.components.pm10,aqi.components.nh3
-119.055,36.0319,2022-09-22 13:00:00,1,220.3,0.0,4.97,46.49,0.54,7.21,8.47,7.09
-119.0483,43.5893,2022-09-22 13:00:00,1,165.22,0.0,0.69,73.67,0.14,2.42,6.63,0.72
-119.0189,36.6972,2022-09-22 13:00:00,1,166.89,0.0,2.16,28.25,0.01,1.83,3.1,3.86
-119.0147,35.3853,2022-09-22 13:00:00,1,213.62,0.0,3.26,54.36,0.34,9.28,10.64,2.76
-119.0084,46.2001,2022-09-22 13:00:00,1,203.61,0.0,4.2,66.52,0.87,3.63,4.04,1.46
-119.0021,46.5754,2022-09-22 13:00:00,1,190.26,0.0,3.21,63.66,0.5,2.13,2.47,1.2
-118.9513,44.418,2022-09-22 13:00:00,1,146.87,0.0,1.02,50.07,0.08,0.91,1.26,0.72
-118.8705,34.2102,2022-09-22 13:00:00,1,160.22,0.03,4.97,21.28,0.01,1.7,3.06,0.62
-118.8269,36.4894,2022-09-22 13:00:00,2,180.24,0.0,0.73,85.12,0.52,6.07,6.87,1.58
-118.823,45.6522,2022-09-22 13:00:00,2,198.6,0.0,2.12,87.98,0.78,5.76,6.42,0.96
-118.8108,36.1358,2022-09-22 13:00:00,1,181.91,0.0,5.36,33.62,0.18,6.19,7.32,16.47
-118.81,34.4043,2022-09-22 13:00:00,1,143.53,0.0,2.51,40.77,0.02,1.94,2.76,0.89
-118.6837,34.2763,2022-09-22 13:00:00,1,156.88,0.01,3.77,23.25,0.01,1.16,2.7,0.41
-118.5331,34.1992,2022-09-22 13:00:00,1,293.73,1.01,27.42,10.1,1.1,4.71,7.4,1.57
-118.5283,34.3833,2022-09-22 13:00:00,1,188.59,0.0,4.46,59.37,0.35,3.06,4.23,1.12
-118.4167,37.3667,2022-09-22 13:00:00,1,153.54,0.0,1.13,53.64,0.02,1.27,3.63,2.47
-118.3819,47.128,2022-09-22 13:00:00,1,183.58,0.0,3.17,72.24,0.41,1.28,1.56,1.03
-118.363,34.182,2022-09-22 13:00:00,1,383.85,24.59,35.3,0.04,4.05,7.93,19.62,3.93
-118.3514,46.0588,2022-09-22 13:00:00,1,190.26,0.0,2.01,79.39,0.57,1.69,1.95,1.41
-118.3308,37.3607,2022-09-22 13:00:00,1,165.22,0.0,0.36,73.67,0.05,1.98,9.98,0.73
-118.2268,34.0664,2022-09-22 13:00:00,1,383.85,24.59,35.3,0.04,4.05,7.93,19.62,3.93
-118.205,33.9014,2022-09-22 13:00:00,4,854.49,78.68,71.97,0.0,11.09,25.96,43.57,7.22
-118.171,33.7937,2022-09-22 13:00:00,4,1014.71,103.71,67.86,0.0,19.79,34.42,51.34,6.21
-118.1628,35.0465,2022-09-22 13:00:00,1,183.58,0.0,2.79,70.81,0.71,5.08,7.07,1.81
-118.1307,34.6696,2022-09-22 13:00:00,1,201.94,0.0,4.88,58.65,0.37,3.77,6.43,1.49
-118.0778,45.3235,2022-09-22 13:00:00,1,160.22,0.0,0.94,71.53,0.3,0.96,1.04,0.18
-117.9886,47.8852,2022-09-22 13:00:00,1,173.57,0.0,2.53,57.94,0.34,1.36,1.76,1.14
-117.985,46.318,2022-09-22 13:00:00,2,186.92,0.0,1.25,85.83,0.71,1.72,1.89,0.85
-117.9385,33.8306,2022-09-22 13:00:00,3,647.54,44.7,42.16,0.0,3.13,21.57,32.17,2.06
-117.9032,48.5447,2022-09-22 13:00:00,1,176.91,0.06,8.14,12.52,0.09,1.94,2.41,3.36
-117.8739,46.8153,2022-09-22 13:00:00,1,176.91,0.0,2.04,72.96,0.45,1.25,1.44,1.05
-117.871,36.4878,2022-09-22 13:00:00,1,160.22,0.0,2.23,40.05,0.03,2.24,12.98,11.15
-117.8508,34.1439,2022-09-22 13:00:00,1,273.71,0.52,28.45,11.62,1.86,6.94,14.7,0.8
-117.8446,44.7882,2022-09-22 13:00:00,1,151.87,0.0,0.64,54.36,0.11,0.58,0.67,0.31
-117.8129,45.3009,2022-09-22 13:00:00,1,166.89,0.0,1.13,67.23,0.24,0.73,0.78,0.44
-117.6291,34.1037,2022-09-22 13:00:00,2,320.44,0.85,34.62,5.5,4.47,10.2,17.25,1.16
-117.6148,46.4744,2022-09-22 13:00:00,2,183.58,0.0,1.32,85.12,0.63,1.6,1.7,0.78
-117.589,47.6454,2022-09-22 13:00:00,1,173.57,0.0,3.17,59.37,0.32,1.25,1.36,0.55
-117.5298,47.4164,2022-09-22 13:00:00,1,170.23,0.0,2.79,65.8,0.24,1.13,1.25,0.5
-117.4925,33.9964,2022-09-22 13:00:00,2,554.09,21.68,56.21,0.01,6.32,16.31,27.01,4.31
-117.4263,47.6997,2022-09-22 13:00:00,1,173.57,0.0,3.17,59.37,0.32,1.25,1.36,0.55
-117.3962,33.217,2022-09-22 13:00:00,2,270.37,0.01,18.85,16.63,3.82,13.39,22.16,1.88
-117.3685,47.2313,2022-09-22 13:00:00,1,175.24,0.0,1.95,72.24,0.25,1.25,1.33,0.51
-117.3649,47.6725,2022-09-22 13:00:00,1,181.91,0.0,4.24,60.08,0.68,1.54,1.67,0.59
-117.3433,47.8082,2022-09-22 13:00:00,1,183.58,0.0,3.77,56.51,0.45,1.85,2.06,0.76
-117.331,33.6765,2022-09-22 13:00:00,2,333.79,0.17,32.22,11.62,5.84,17.05,25.31,2.57
-117.3256,34.511,2022-09-22 13:00:00,1,213.62,0.0,8.57,47.21,0.48,4.98,15.02,1.46
-117.2961,45.4264,2022-09-22 13:00:00,1,171.9,0.0,1.09,62.23,0.09,1.16,1.23,0.31
-117.2742,47.8272,2022-09-22 13:00:00,1,183.58,0.0,3.77,56.51,0.45,1.85,2.06,0.76
-117.2577,47.664,2022-09-22 13:00:00,1,181.91,0.0,4.24,60.08,0.68,1.54,1.67,0.59
-117.1801,46.7245,2022-09-22 13:00:00,1,185.25,0.0,1.52,78.68,0.25,1.94,2.0,0.66
-117.1427,32.7102,2022-09-22 13:00:00,1,307.08,5.59,23.65,0.47,2.8,8.98,15.64,2.5
-117.0722,33.5831,2022-09-22 13:00:00,2,297.07,1.47,19.71,3.71,0.95,11.22,18.12,1.68
-117.0598,46.4256,2022-09-22 13:00:00,1,205.28,0.0,2.53,68.67,0.28,2.36,2.47,1.62
-117.0527,48.1812,2022-09-22 13:00:00,1,188.59,0.0,4.33,48.64,0.47,2.85,3.34,0.78
-116.9914,46.4085,2022-09-22 13:00:00,1,206.95,0.0,2.79,64.37,0.28,2.39,2.56,1.9
-116.9792,44.2617,2022-09-22 13:00:00,1,211.95,0.0,3.86,47.92,0.05,4.08,4.45,2.47
-116.9697,44.0334,2022-09-22 13:00:00,1,193.6,0.0,3.34,50.07,0.1,1.22,1.4,2.34
-116.9546,46.7282,2022-09-22 13:00:00,1,186.92,0.0,1.54,76.53,0.2,1.99,2.05,0.55
-116.9525,32.5234,2022-09-22 13:00:00,1,327.11,0.12,28.1,20.56,6.38,8.65,15.24,1.24
-116.9442,32.7896,2022-09-22 13:00:00,1,267.03,3.33,16.62,2.24,1.37,5.69,9.99,1.01
-116.9295,32.5794,2022-09-22 13:00:00,1,327.11,0.12,28.1,20.56,6.38,8.65,15.24,1.24
-116.8963,46.921,2022-09-22 13:00:00,1,176.91,0.0,1.46,74.39,0.2,1.67,1.73,0.45
-116.8859,47.3386,2022-09-22 13:00:00,1,171.9,0.0,1.76,70.1,0.25,1.39,1.43,0.45
-116.8617,34.2647,2022-09-22 13:00:00,2,240.33,0.0,7.2,55.79,1.62,14.77,19.34,1.96
-116.8584,33.9208,2022-09-22 13:00:00,1,233.65,0.0,10.45,66.52,3.93,8.92,11.33,0.9
-116.8272,47.7154,2022-09-22 13:00:00,1,188.59,0.0,3.81,55.08,0.61,2.08,2.28,0.41
-116.8062,46.3972,2022-09-22 13:00:00,1,247.0,0.03,8.14,20.92,0.43,4.51,5.34,5.51
-116.7683,32.8423,2022-09-22 13:00:00,1,156.88,0.0,3.17,43.99,0.13,1.9,3.9,1.27
-116.709,46.5787,2022-09-22 13:00:00,1,208.62,0.0,2.96,61.51,0.63,2.35,2.54,1.77
-116.5703,47.3167,2022-09-22 13:00:00,1,176.91,0.0,1.97,59.37,0.16,1.94,1.99,0.23
-116.5627,43.5803,2022-09-22 13:00:00,1,196.93,0.0,4.24,59.37,0.14,1.47,5.63,2.95
-116.5566,48.2918,2022-09-22 13:00:00,1,138.52,0.23,7.88,7.06,0.09,2.1,3.26,0.61
-116.51,48.9959,2022-09-22 13:00:00,1,230.31,0.01,9.6,17.88,0.25,0.83,1.43,1.6
-116.369,48.7056,2022-09-22 13:00:00,1,171.9,0.35,12.68,3.98,0.02,1.83,3.49,1.79
-116.3594,48.894,2022-09-22 13:00:00,1,181.91,0.59,7.11,1.97,0.04,1.35,2.91,0.31
-116.3479,43.6007,2022-09-22 13:00:00,1,196.93,0.0,5.06,55.79,0.15,1.84,5.25,4.18
-116.3467,46.0613,2022-09-22 13:00:00,3,360.49,0.01,6.68,23.96,0.24,24.53,24.98,1.25
-116.2694,43.6479,2022-09-22 13:00:00,1,196.93,0.0,5.06,55.79,0.15,1.84,5.25,4.18
-116.2369,47.5367,2022-09-22 13:00:00,1,171.9,0.0,1.56,62.94,0.17,2.06,2.16,0.26
-116.1897,33.7197,2022-09-22 13:00:00,3,283.72,0.0,10.71,115.87,2.27,22.44,33.65,6.52
-116.1152,45.9313,2022-09-22 13:00:00,4,373.84,0.01,5.48,21.1,0.2,29.81,30.08,1.46
-116.1065,44.8902,2022-09-22 13:00:00,1,190.26,0.0,2.42,52.21,0.05,1.35,1.81,0.31
-116.0275,46.2094,2022-09-22 13:00:00,1,186.92,0.0,2.19,47.92,0.2,3.43,3.57,0.64
-116.0161,33.3791,2022-09-22 13:00:00,2,186.92,0.0,1.05,101.57,1.36,7.24,12.01,0.9
-115.9724,44.1045,2022-09-22 13:00:00,1,198.6,0.02,3.43,24.68,0.02,1.4,2.08,0.22
-115.8386,43.823,2022-09-22 13:00:00,1,200.27,0.0,2.83,34.69,0.03,1.91,3.02,0.22
-115.5617,32.7917,2022-09-22 13:00:00,1,203.61,0.01,6.43,35.41,0.34,4.18,11.78,1.55
-115.548,48.3841,2022-09-22 13:00:00,1,185.25,0.44,8.65,5.99,0.08,1.97,3.11,0.77
-115.5383,32.9783,2022-09-22 13:00:00,1,191.93,0.0,3.73,43.99,0.4,4.24,11.92,2.09
-115.5042,32.6336,2022-09-22 13:00:00,1,203.61,0.01,6.43,35.41,0.34,4.18,11.78,1.55
-115.4831,32.6762,2022-09-22 13:00:00,1,203.61,0.01,6.43,35.41,0.34,4.18,11.78,1.55
-115.4469,32.6292,2022-09-22 13:00:00,1,203.61,0.01,6.43,35.41,0.34,4.18,11.78,1.55
-115.3571,35.7857,2022-09-22 13:00:00,2,171.9,0.0,3.13,65.8,0.24,7.51,27.45,4.75
-115.3327,36.1734,2022-09-22 13:00:00,1,178.58,0.0,5.14,78.68,0.38,6.0,14.11,3.29
-115.3237,47.5944,2022-09-22 13:00:00,1,155.21,0.0,1.86,37.91,0.1,1.93,2.58,0.2
-115.2631,36.0075,2022-09-22 13:00:00,1,178.58,0.0,5.14,78.68,0.38,6.0,14.11,3.29
-115.263,36.1698,2022-09-22 13:00:00,1,178.58,0.0,5.14,78.68,0.38,6.0,14.11,3.29
-115.2533,36.1064,2022-09-22 13:00:00,1,178.58,0.0,5.14,78.68,0.38,6.0,14.11,3.29
-115.2383,36.2706,2022-09-22 13:00:00,1,170.23,0.0,4.33,58.65,0.23,4.65,17.3,6.9
-115.1757,36.1397,2022-09-22 13:00:00,2,340.46,0.25,39.07,26.46,2.33,8.69,22.64,7.09
-115.1489,35.9879,2022-09-22 13:00:00,2,208.62,0.01,10.03,67.23,0.31,6.7,23.8,3.48
-115.1139,36.164,2022-09-22 13:00:00,2,340.46,0.25,39.07,26.46,2.33,8.69,22.64,7.09
-115.0914,36.2145,2022-09-22 13:00:00,2,220.3,0.0,8.48,48.64,1.1,7.01,22.9,6.4
-115.0787,36.1419,2022-09-22 13:00:00,2,340.46,0.25,39.07,26.46,2.33,8.69,22.64,7.09
-115.0529,36.0487,2022-09-22 13:00:00,2,340.46,0.25,39.07,26.46,2.33,8.69,22.64,7.09
-114.835,35.9698,2022-09-22 13:00:00,2,203.61,0.01,10.11,59.37,0.53,7.95,25.35,2.95
-114.6144,32.6903,2022-09-22 13:00:00,2,223.64,0.01,4.93,31.11,1.15,6.99,28.42,0.55
-114.4947,42.5651,2022-09-22 13:00:00,1,161.89,0.0,1.16,74.39,0.01,2.71,16.46,2.79
-114.3711,43.6826,2022-09-22 13:00:00,1,156.88,0.01,2.42,42.56,0.02,0.96,1.08,0.39
-114.2243,47.0129,2022-09-22 13:00:00,1,191.93,0.0,7.2,34.33,0.22,2.7,3.22,4.5
-114.1893,48.3637,2022-09-22 13:00:00,1,146.87,0.01,2.68,22.53,0.07,1.43,2.88,0.14
-114.1589,46.2436,2022-09-22 13:00:00,1,165.22,0.02,2.59,23.96,0.08,2.03,2.16,0.37
-114.0503,36.8159,2022-09-22 13:00:00,1,175.24,0.0,1.11,70.81,0.35,4.27,12.15,1.88
-114.0205,46.8423,2022-09-22 13:00:00,1,161.89,0.0,2.21,50.78,0.27,1.17,1.31,0.26
-113.8903,45.1819,2022-09-22 13:00:00,1,141.86,0.0,0.73,30.76,0.02,0.56,0.67,0.5
-113.7868,42.6078,2022-09-22 13:00:00,1,181.91,0.02,4.97,33.26,0.02,2.89,10.79,2.09
-113.5586,34.2439,2022-09-22 13:00:00,1,206.95,0.0,1.41,29.33,0.0,1.3,4.0,1.57
-113.4762,47.1756,2022-09-22 13:00:00,1,153.54,0.0,0.72,55.79,0.32,1.18,1.47,0.17
-113.3052,37.179,2022-09-22 13:00:00,1,200.27,0.03,4.71,26.46,0.01,2.67,9.26,1.3
-112.5009,46.0024,2022-09-22 13:00:00,1,160.22,0.0,2.23,37.91,0.19,1.27,1.31,0.11
-112.4603,42.8767,2022-09-22 13:00:00,1,191.93,0.01,1.95,55.79,0.15,2.63,6.4,1.11
-112.355,40.6006,2022-09-22 13:00:00,1,198.6,0.01,1.78,62.23,0.64,3.07,12.0,1.27
-112.1915,33.5694,2022-09-22 13:00:00,1,277.04,0.02,13.37,32.19,0.95,2.26,3.84,0.9
-112.1426,33.4838,2022-09-22 13:00:00,1,277.04,0.02,13.37,32.19,0.95,2.26,3.84,0.9
-112.1181,33.4265,2022-09-22 13:00:00,1,277.04,0.02,13.37,32.19,0.95,2.26,3.84,0.9
-112.107,36.0604,2022-09-22 13:00:00,1,186.92,0.0,0.33,54.36,0.02,1.24,3.23,0.19
-112.095,33.5036,2022-09-22 13:00:00,1,277.04,0.02,13.37,32.19,0.95,2.26,3.84,0.9
-112.0877,40.8079,2022-09-22 13:00:00,1,193.6,0.0,0.87,61.51,0.83,2.48,6.25,0.62
-112.0731,33.4033,2022-09-22 13:00:00,1,277.04,0.02,13.37,32.19,0.95,2.26,3.84,0.9
-112.0663,33.5603,2022-09-22 13:00:00,1,277.04,0.02,13.37,32.19,0.95,2.26,3.84,0.9
-112.0465,43.4647,2022-09-22 13:00:00,1,191.93,0.0,1.78,52.21,0.26,1.24,1.8,0.47
-112.0371,32.8848,2022-09-22 13:00:00,1,283.72,0.06,9.51,11.62,0.64,4.61,13.52,1.47
-112.0363,40.4964,2022-09-22 13:00:00,1,201.94,0.14,10.2,23.96,1.64,3.39,12.01,2.6
-112.0131,46.6588,2022-09-22 13:00:00,1,151.87,0.0,1.69,45.42,0.37,1.7,2.1,0.76
-112.0026,33.4105,2022-09-22 13:00:00,1,277.04,0.02,13.37,32.19,0.95,2.26,3.84,0.9
-111.9883,41.3028,2022-09-22 13:00:00,1,190.26,0.27,5.74,14.48,0.26,1.97,3.47,0.21
-111.9872,46.8505,2022-09-22 13:00:00,1,161.89,0.02,6.08,31.11,0.31,1.63,2.27,1.62
-111.945,40.7771,2022-09-22 13:00:00,1,290.39,4.08,30.16,4.25,2.15,4.89,11.47,1.69
-111.9347,33.4124,2022-09-22 13:00:00,1,250.34,0.01,8.57,39.34,0.53,1.28,2.33,0.98
-111.9309,40.7955,2022-09-22 13:00:00,1,290.39,4.08,30.16,4.25,2.15,4.89,11.47,1.69
-111.9018,40.6628,2022-09-22 13:00:00,1,290.39,4.08,30.16,4.25,2.15,4.89,11.47,1.69
-111.8942,40.5981,2022-09-22 13:00:00,1,310.42,6.31,22.62,1.97,1.73,5.13,11.12,1.98
-111.8855,40.898,2022-09-22 13:00:00,1,273.71,1.52,21.94,6.62,0.85,4.41,7.6,1.79
-111.8717,40.7335,2022-09-22 13:00:00,1,290.39,4.08,30.16,4.25,2.15,4.89,11.47,1.69
-111.8651,33.4105,2022-09-22 13:00:00,1,250.34,0.01,8.57,39.34,0.53,1.28,2.33,0.98
-111.8642,42.0822,2022-09-22 13:00:00,1,196.93,0.0,2.51,46.49,0.5,2.08,2.38,0.93
-111.8519,41.8428,2022-09-22 13:00:00,1,206.95,0.01,5.66,58.65,1.07,2.59,3.05,4.24
-111.8005,43.8095,2022-09-22 13:00:00,1,186.92,0.0,1.69,50.78,0.24,1.22,1.57,0.48
-111.7522,32.8776,2022-09-22 13:00:00,1,300.41,0.11,11.48,19.85,0.6,5.14,11.01,1.57
-111.7136,40.3414,2022-09-22 13:00:00,1,243.66,0.31,12.51,18.77,0.89,3.55,6.7,1.46
-111.7134,40.4419,2022-09-22 13:00:00,1,270.37,0.52,18.51,18.24,2.03,4.11,8.03,1.14
-111.6602,40.1364,2022-09-22 13:00:00,1,208.62,0.14,7.45,18.95,0.38,2.79,5.22,1.79
-111.6147,42.6517,2022-09-22 13:00:00,1,176.91,0.0,0.99,40.77,0.3,1.21,1.26,0.31
-111.3033,47.4943,2022-09-22 13:00:00,1,168.56,0.0,3.51,56.51,0.69,1.97,2.74,0.85
-111.1272,32.3806,2022-09-22 13:00:00,1,340.46,0.69,21.42,6.26,0.54,4.94,12.86,3.07
-111.0896,44.657,2022-09-22 13:00:00,1,173.57,0.0,1.09,50.07,0.15,0.5,0.51,0.07
-111.0563,45.6838,2022-09-22 13:00:00,1,170.23,0.01,3.0,37.91,0.26,1.89,2.07,0.55
-111.0377,32.3226,2022-09-22 13:00:00,1,340.46,0.69,21.42,6.26,0.54,4.94,12.86,3.07
-110.9964,31.8794,2022-09-22 13:00:00,1,230.31,0.06,3.98,18.42,0.04,1.52,9.12,4.43
-110.9822,32.2953,2022-09-22 13:00:00,1,323.77,0.37,14.4,14.31,0.72,3.62,8.43,3.74
-110.9797,32.1731,2022-09-22 13:00:00,1,360.49,6.59,21.08,1.13,1.83,4.72,12.95,6.59
-110.9667,32.25,2022-09-22 13:00:00,1,323.77,0.37,14.4,14.31,0.72,3.62,8.43,3.74
-110.9515,31.2913,2022-09-22 13:00:00,1,216.96,0.79,6.43,5.59,0.32,1.81,2.72,5.57
-110.9367,31.3372,2022-09-22 13:00:00,1,216.96,0.79,6.43,5.59,0.32,1.81,2.72,5.57
-110.8308,44.3731,2022-09-22 13:00:00,1,168.56,0.0,0.51,46.49,0.15,0.83,0.84,0.05
-110.798,43.4578,2022-09-22 13:00:00,1,173.57,0.0,0.59,48.64,0.29,0.89,0.91,0.02
-110.009,40.2943,2022-09-22 13:00:00,1,198.6,0.14,2.68,14.48,0.06,1.38,1.81,1.79
-109.8708,42.8698,2022-09-22 13:00:00,1,181.91,0.01,1.52,32.19,0.27,2.48,4.05,0.36
-109.5608,40.4647,2022-09-22 13:00:00,1,193.6,0.01,1.09,34.33,0.24,1.31,2.14,0.5
-109.4553,47.0485,2022-09-22 13:00:00,1,151.87,0.0,1.34,52.21,0.35,0.99,1.32,0.59
-109.2201,41.5926,2022-09-22 13:00:00,1,195.27,0.07,3.26,32.54,0.07,1.99,8.7,1.2
-109.0685,44.5246,2022-09-22 13:00:00,1,143.53,0.05,2.04,23.96,0.12,2.79,4.52,1.66
-108.761,40.0869,2022-09-22 13:00:00,1,210.29,0.0,0.9,50.07,0.24,1.39,3.12,0.56
-108.7356,42.8422,2022-09-22 13:00:00,1,181.91,0.08,3.21,22.17,0.11,1.84,4.98,1.27
-108.7203,42.5275,2022-09-22 13:00:00,1,175.24,0.01,0.64,45.06,0.38,1.84,5.87,0.29
-108.5611,39.0636,2022-09-22 13:00:00,1,223.64,0.03,2.68,30.4,0.26,1.99,2.32,0.52
-108.4266,45.8064,2022-09-22 13:00:00,1,170.23,0.01,1.74,55.79,0.58,1.38,2.69,1.01
-107.8702,37.1026,2022-09-22 13:00:00,1,260.35,0.0,1.48,23.6,2.74,2.18,2.6,0.04
-107.8625,48.3175,2022-09-22 13:00:00,1,168.56,0.0,1.06,58.65,0.3,0.92,1.97,1.41
-107.6286,37.1368,2022-09-22 13:00:00,1,277.04,0.0,1.89,29.33,5.07,2.07,2.44,0.03
-106.9559,44.8151,2022-09-22 13:00:00,2,173.57,0.01,1.44,66.52,1.39,3.81,22.22,1.2
-106.8232,39.193,2022-09-22 13:00:00,1,151.87,0.07,0.9,8.94,0.01,0.78,0.82,0.16
-106.7512,32.3103,2022-09-22 13:00:00,2,260.35,1.41,12.34,14.66,0.11,7.1,26.95,4.81
-106.6828,31.7878,2022-09-22 13:00:00,2,303.75,1.06,12.68,17.52,3.1,6.48,24.84,2.53
-106.6519,35.0186,2022-09-22 13:00:00,2,330.45,4.75,16.45,4.43,0.14,5.66,20.94,3.29
-106.6044,35.1441,2022-09-22 13:00:00,2,330.45,4.75,16.45,4.43,0.14,5.66,20.94,3.29
-106.6039,35.1878,2022-09-22 13:00:00,2,330.45,4.75,16.45,4.43,0.14,5.66,20.94,3.29
-106.5992,32.0036,2022-09-22 13:00:00,2,186.92,0.05,1.93,49.35,0.07,4.66,21.35,2.76
-106.5847,35.1353,2022-09-22 13:00:00,2,360.49,14.98,19.54,1.65,0.57,7.69,22.78,3.96
-106.5077,35.185,2022-09-22 13:00:00,2,360.49,14.98,19.54,1.65,0.57,7.69,22.78,3.96
-106.455,31.7656,2022-09-22 13:00:00,2,500.68,3.16,29.47,15.56,4.71,6.95,20.96,3.8
-106.4028,31.7467,2022-09-22 13:00:00,2,500.68,3.16,29.47,15.56,4.71,6.95,20.96,3.8
-106.365,42.8223,2022-09-22 13:00:00,1,178.58,0.05,3.26,58.65,0.4,1.0,2.93,1.08
-106.2877,31.6675,2022-09-22 13:00:00,1,377.18,2.21,23.31,19.31,2.41,5.4,18.03,3.33
-106.0797,35.6198,2022-09-22 13:00:00,1,193.6,0.12,2.87,32.54,0.06,2.34,5.96,1.52
-105.8127,46.4114,2022-09-22 13:00:00,1,158.55,0.0,0.7,70.1,0.1,0.89,2.64,1.95
-105.5833,36.3833,2022-09-22 13:00:00,1,183.58,0.26,2.51,18.42,0.01,1.56,3.37,0.54
-105.5491,41.3088,2022-09-22 13:00:00,1,160.22,0.04,2.53,52.93,0.29,0.5,0.52,0.33
-105.517,44.288,2022-09-22 13:00:00,1,158.55,0.02,1.19,59.37,0.81,2.85,18.04,1.24
-105.3703,45.4403,2022-09-22 13:00:00,1,160.22,0.01,0.99,60.08,0.13,0.86,1.54,2.25
-105.2667,40.0128,2022-09-22 13:00:00,1,151.87,0.02,3.98,35.41,0.55,2.16,2.37,0.15
-105.1009,40.1646,2022-09-22 13:00:00,1,190.26,0.05,6.6,35.41,0.21,1.7,2.08,0.76
-105.0798,40.5713,2022-09-22 13:00:00,1,176.91,0.01,3.98,50.78,0.25,1.03,1.14,0.41
-105.07,39.5339,2022-09-22 13:00:00,1,230.31,0.34,17.65,18.06,1.76,3.27,4.68,0.67
-105.0153,39.7321,2022-09-22 13:00:00,1,188.59,0.05,13.02,41.13,2.77,2.43,3.12,0.42
-105.0052,39.7794,2022-09-22 13:00:00,1,188.59,0.05,13.02,41.13,2.77,2.43,3.12,0.42
-104.9885,39.7856,2022-09-22 13:00:00,1,223.64,0.17,23.31,33.98,6.2,2.22,2.77,0.83
-104.9872,39.7511,2022-09-22 13:00:00,1,223.64,0.17,23.31,33.98,6.2,2.22,2.77,0.83
-104.9394,39.7386,2022-09-22 13:00:00,1,223.64,0.17,23.31,33.98,6.2,2.22,2.77,0.83
-104.9365,39.8281,2022-09-22 13:00:00,1,205.28,0.07,12.17,40.77,1.0,1.44,2.08,0.99
-104.8286,38.848,2022-09-22 13:00:00,1,151.87,0.07,2.96,29.33,0.21,0.91,1.44,0.18
-104.7783,41.1822,2022-09-22 13:00:00,1,155.21,0.01,2.34,50.78,0.38,0.67,0.81,0.43
-104.7061,40.4147,2022-09-22 13:00:00,1,168.56,0.01,1.34,63.66,0.08,0.64,0.74,0.59
-104.6769,47.8679,2022-09-22 13:00:00,1,171.9,0.01,1.86,55.79,1.74,1.63,1.85,2.15
-103.6581,41.8756,2022-09-22 13:00:00,1,161.89,0.01,1.35,62.94,0.28,0.86,0.94,0.39
-103.5144,46.9497,2022-09-22 13:00:00,1,170.23,0.03,2.12,60.08,1.97,2.73,2.98,1.76
-103.4837,43.5576,2022-09-22 13:00:00,1,153.54,0.01,0.92,53.64,0.1,0.54,0.57,1.66
-103.2738,44.0874,2022-09-22 13:00:00,1,153.54,0.04,1.52,49.35,0.13,0.6,0.87,2.25
-103.2642,47.6011,2022-09-22 13:00:00,1,171.9,0.03,1.65,43.99,0.32,0.5,0.6,1.03
-103.1781,29.3025,2022-09-22 13:00:00,1,178.58,0.13,1.16,21.82,0.01,1.95,7.83,2.22
-103.1233,32.7267,2022-09-22 13:00:00,1,178.58,0.11,1.99,59.37,0.71,3.1,5.97,1.46
-102.646,47.3426,2022-09-22 13:00:00,1,171.9,0.05,1.52,42.2,0.04,0.5,0.56,1.11
-102.4022,48.6419,2022-09-22 13:00:00,1,171.9,0.08,1.69,42.2,0.01,0.5,0.53,0.73
-102.3348,31.8703,2022-09-22 13:00:00,1,205.28,0.28,4.54,54.36,0.86,3.24,6.02,2.06
-101.9411,43.7469,2022-09-22 13:00:00,1,160.22,0.01,1.16,65.8,0.38,1.34,1.68,2.31
-101.9083,35.2006,2022-09-22 13:00:00,1,176.91,0.07,1.41,57.22,0.3,1.16,2.06,1.93
-101.787,33.5853,2022-09-22 13:00:00,1,277.04,2.43,16.79,23.25,0.45,3.56,4.82,2.12
-101.7669,47.2986,2022-09-22 13:00:00,1,180.24,0.21,3.34,31.11,0.37,0.5,0.58,1.09
-101.6803,21.1339,2022-09-22 13:00:00,1,460.63,15.65,17.31,3.26,3.46,5.29,12.0,3.99
-101.6347,21.1018,2022-09-22 13:00:00,1,460.63,15.65,17.31,3.26,3.46,5.29,12.0,3.99
-101.5716,47.9409,2022-09-22 13:00:00,1,173.57,0.21,2.59,28.97,0.26,0.5,0.55,0.81
-101.5287,20.4509,2022-09-22 13:00:00,1,240.33,1.01,7.28,24.68,4.47,3.61,4.77,0.99
-101.4281,47.1858,2022-09-22 13:00:00,1,175.24,0.2,2.83,32.19,0.34,0.5,0.57,1.11
-101.356,20.675,2022-09-22 13:00:00,1,267.03,1.03,12.0,23.96,1.67,2.19,3.91,1.77
-101.3492,20.6579,2022-09-22 13:00:00,1,267.03,1.03,12.0,23.96,1.67,2.19,3.91,1.77
-101.2575,21.0177,2022-09-22 13:00:00,1,168.56,0.07,0.94,42.56,0.14,0.63,0.82,0.45
-101.2048,20.5582,2022-09-22 13:00:00,1,303.75,2.29,14.91,16.81,12.64,3.19,4.56,1.38
-100.8399,20.5377,2022-09-22 13:00:00,1,208.62,0.35,4.93,32.19,0.98,1.5,2.91,1.95
-100.8159,20.5183,2022-09-22 13:00:00,1,208.62,0.35,4.93,32.19,0.98,1.5,2.91,1.95
