TRT_ID,coord.lon,coord.lat,aqi.dt,aqi.main.aqi,aqi.components.co,aqi.components.no,aqi.components.no2,aqi.components.o3,aqi.components.so2,aqi.components.pm2_5,aqi.components.pm10,aqi.components.nh3
20,-111.9297,33.5032,1670523621,4,867.84,54.99,35.99,13.59,1.43,46.83,66.97,5.13
22,-122.5158,37.932,1670523621,4,620.84,15.2,69.23,5.5,7.75,34.84,40.81,0.68
24,-118.6025,34.1911,1670523621,2,500.68,22.13,22.62,17.52,1.15,19.79,26.38,1.98
26,-117.6691,33.5582,1670523621,5,1068.12,92.98,45.93,7.42,3.93,68.04,89.9,1.95
27,-117.8729,33.6144,1670523621,5,1602.17,135.9,91.85,11.27,8.11,103.8,124.85,5.38
28,-117.8865,33.9153,1670523621,5,1174.93,101.92,63.06,10.19,5.72,62.27,77.03,5.57
30,-118.153,34.146,1670523621,4,674.25,59.9,45.93,13.59,3.76,47.42,70.88,2.85
34,-121.948,37.3225,1670523621,5,974.66,74.21,59.63,1.97,2.71,50.18,59.91,3.48
40,-80.1343,26.3659,1670523621,2,193.6,0.27,1.44,87.26,0.68,3.26,8.11,0.09
41,-80.3142,25.6899,1670523621,2,200.27,0.8,4.5,90.84,1.86,3.43,8.58,0.25
50,-77.1444,39.0239,1670523621,1,270.37,0.61,5.66,54.36,1.48,2.95,3.49,0.36
54,-74.0763,40.9176,1670523621,1,253.68,0.5,3.09,60.08,0.6,0.9,1.18,0.16
57,-73.7592,41.0313,1670523621,1,243.66,0.22,2.38,70.1,1.01,0.89,1.12,0.13
61,-75.3931,40.0892,1670523621,1,253.68,0.78,3.73,75.1,1.12,1.56,2.12,0.26
63,-97.7252,30.4032,1670523621,1,196.93,0.66,2.72,47.92,1.7,3.62,4.64,0.09
64,-96.7723,32.8678,1670523621,1,223.64,1.52,11.14,36.84,2.09,3.27,4.98,0.55
74,-122.3673,37.5931,1670523621,4,720.98,40.23,46.61,2.06,1.94,31.22,43.06,1.41
77,-121.9441,37.4927,1670523621,4,667.57,42.02,49.35,3.93,3.1,36.9,44.79,1.55
78,-118.3829,33.9759,1670523621,5,1695.63,189.54,101.45,8.49,16.45,114.37,142.33,11.78
80,-118.4456,34.0475,1670523621,4,680.92,40.68,36.33,15.2,2.71,39.95,48.71,2.25
82,-122.1243,37.4112,1670523621,4,714.3,33.53,65.12,3.17,7.51,44.94,53.87,1.19
83,-121.2105,38.8005,1670523621,1,283.72,1.15,12.68,27.18,0.37,4.28,7.83,0.59
88,-122.02,37.3575,1670523621,4,687.6,41.57,38.39,2.12,2.09,34.63,41.36,2.88
89,-118.3317,33.8113,1670523621,5,1695.63,189.54,101.45,8.49,16.45,114.37,142.33,11.78
90,-118.4933,34.1963,1670523621,4,680.92,40.68,36.33,15.2,2.71,39.95,48.71,2.25
92,-73.0522,41.2314,1670523621,1,226.97,0.26,2.42,78.68,0.58,0.99,1.2,0.07
94,-81.5908,30.2286,1670523621,1,236.99,1.37,6.43,57.94,1.4,8.23,12.92,0.46
95,-80.2569,25.7352,1670523621,2,200.27,0.8,4.5,90.84,1.86,3.43,8.58,0.25
99,-84.512,33.941,1670523621,1,250.34,1.96,7.88,25.75,1.58,3.41,4.48,0.21
101,-87.6542,41.8908,1670523621,1,267.03,1.47,13.37,50.78,4.29,4.46,5.79,0.72
102,-87.8162,42.1743,1670523621,1,233.65,0.56,6.26,55.79,2.74,1.61,2.5,0.35
103,-87.9731,41.9074,1670523621,1,267.03,1.63,15.42,48.64,4.71,3.98,5.37,0.76
107,-71.204,42.3669,1670523621,1,233.65,0.21,1.69,75.1,0.58,0.74,1.07,0.12
109,-83.4506,42.7358,1670523621,1,220.3,0.48,2.59,66.52,0.72,0.55,1.42,0.42
110,-93.3998,44.8787,1670523621,2,527.38,31.74,30.16,23.25,8.7,15.91,19.83,6.21
115,-74.3202,40.6875,1670523621,1,257.02,0.43,3.26,61.51,0.59,0.95,1.56,0.17
117,-115.2287,36.0622,1670523621,2,230.31,2.07,7.45,78.68,2.8,6.43,23.73,0.96
118,-73.5152,40.7999,1670523621,1,267.03,1.01,6.34,60.08,1.65,1.52,3.3,0.39
119,-73.7275,41.2127,1670523621,1,240.33,0.2,2.19,70.81,2.0,0.89,1.08,0.1
120,-73.9352,40.7382,1670523621,1,300.41,2.35,14.05,44.7,3.4,2.32,3.4,0.91
122,-84.389,39.2125,1670523621,2,327.11,1.57,14.05,36.12,3.13,12.22,13.98,0.29
123,-81.4938,41.5192,1670523621,1,220.3,0.27,5.14,67.95,3.4,0.62,1.13,0.32
126,-97.4276,35.855,1670523621,1,273.71,1.82,4.33,11.44,0.07,5.66,6.52,0.35
129,-86.8041,35.9692,1670523621,1,293.73,3.16,6.68,2.59,0.38,9.46,9.8,0.12
134,-111.8884,40.7209,1670523621,3,520.71,28.16,37.7,42.56,20.98,24.9,30.49,2.63
135,-122.162,47.626,1670523621,1,333.79,0.24,24.68,38.62,2.59,4.66,6.46,0.55
137,-122.3388,47.6231,1670523621,1,263.69,0.12,11.82,56.51,2.53,3.41,4.26,0.36
153,-82.4532,27.3851,1670523621,1,253.68,1.17,9.08,73.67,2.3,9.19,12.44,0.19
228,-117.1534,32.8915,1670523621,2,527.38,25.26,25.02,16.81,0.98,15.07,21.16,2.44
230,-116.4751,33.7861,1670523621,1,293.73,3.74,8.82,50.07,0.37,9.26,16.5,1.3
315,-75.4333,40.0459,1670523621,1,253.68,0.68,4.24,70.1,1.42,1.54,1.88,0.27
325,-121.9249,37.7028,1670523621,4,473.98,13.86,41.47,5.45,3.67,32.49,38.6,0.42
343,-77.2395,38.932,1670523621,1,247.0,0.54,4.71,65.8,1.46,2.56,3.08,0.3
345,-117.8824,33.674,1670523621,5,1602.17,135.9,91.85,11.27,8.11,103.8,124.85,5.38
349,-84.2854,33.7932,1670523621,1,343.8,11.51,17.82,10.82,3.87,6.09,8.28,0.86
378,-74.0734,40.9577,1670523621,1,253.68,0.5,3.09,60.08,0.6,0.9,1.18,0.16
460,-119.7454,34.4336,1670523621,1,193.6,0.67,2.04,50.07,0.07,1.71,2.24,0.26
461,-81.3872,28.618,1670523621,2,211.95,0.78,4.07,82.97,0.4,6.3,8.75,0.0
544,-84.512,33.9411,1670523621,1,250.34,1.96,7.88,25.75,1.58,3.41,4.48,0.21
547,-118.3298,33.9214,1670523621,5,1695.63,189.54,101.45,8.49,16.45,114.37,142.33,11.78
551,-121.299,37.7997,1670523621,4,467.3,29.95,21.59,2.68,10.61,31.98,38.75,1.49
552,-122.1503,37.3948,1670523621,4,687.6,41.57,38.39,2.12,2.09,34.63,41.36,2.88
554,-121.9781,37.3939,1670523621,5,974.66,74.21,59.63,1.97,2.71,50.18,59.91,3.48
557,-121.9513,37.4939,1670523621,4,667.57,42.02,49.35,3.93,3.1,36.9,44.79,1.55
558,-83.7862,39.4294,1670523621,2,307.08,1.08,11.48,38.98,2.35,11.89,13.28,0.21
584,-80.7188,35.1403,1670523621,1,277.04,1.65,10.37,12.16,2.06,6.0,7.43,0.23
627,-95.4212,29.9805,1670523621,1,216.96,1.3,8.4,55.08,6.08,6.46,15.38,0.22
636,-71.1782,42.236,1670523621,1,247.0,0.47,4.03,70.1,1.13,1.04,1.44,0.27
651,-118.3013,34.1748,1670523621,5,1028.06,107.29,63.06,9.74,5.66,67.1,91.68,5.26
658,-97.7701,30.435,1670523621,1,196.93,0.66,2.72,47.92,1.7,3.62,4.64,0.09
659,-119.4616,39.548,1670523621,1,297.07,1.84,13.88,42.92,0.14,7.16,9.93,1.47
669,-84.3838,39.2245,1670523621,2,327.11,1.57,14.05,36.12,3.13,12.22,13.98,0.29
671,-118.4924,34.1982,1670523621,4,680.92,40.68,36.33,15.2,2.71,39.95,48.71,2.25
675,-121.9322,37.4788,1670523621,4,667.57,42.02,49.35,3.93,3.1,36.9,44.79,1.55
677,-122.516,37.9634,1670523621,4,620.84,15.2,69.23,5.5,7.75,34.84,40.81,0.68
705,-121.8438,36.6171,1670523621,2,307.08,1.2,12.85,33.62,0.86,17.3,20.48,0.34
707,-121.994,37.5511,1670523621,4,667.57,42.02,49.35,3.93,3.1,36.9,44.79,1.55
738,-121.9882,37.406,1670523621,4,667.57,42.02,49.35,3.93,3.1,36.9,44.79,1.55
755,-74.0066,40.6831,1670523621,1,280.38,1.26,7.71,52.93,1.65,1.54,2.49,0.48
759,-95.5375,29.7362,1670523621,1,208.62,1.63,8.4,59.37,8.58,5.93,15.65,0.21
766,-121.9493,37.4982,1670523621,4,667.57,42.02,49.35,3.93,3.1,36.9,44.79,1.55
782,-119.4637,39.5492,1670523621,1,297.07,1.84,13.88,42.92,0.14,7.16,9.93,1.47
787,-121.9424,37.4778,1670523621,4,667.57,42.02,49.35,3.93,3.1,36.9,44.79,1.55
798,-74.6832,40.2975,1670523621,1,236.99,0.36,3.17,77.96,1.0,1.02,1.44,0.14
825,-122.4218,37.7844,1670523621,2,433.92,2.96,40.44,24.32,4.23,17.38,21.29,0.72
826,-117.9907,33.8636,1670523621,5,1174.93,101.92,63.06,10.19,5.72,62.27,77.03,5.57
829,-98.6263,29.6553,1670523621,1,183.58,0.08,0.61,43.63,0.19,1.73,2.51,0.1
845,-86.0713,39.907,1670523621,2,267.03,0.61,5.1,55.08,0.66,10.25,11.33,0.49
852,-118.3277,33.9162,1670523621,5,1695.63,189.54,101.45,8.49,16.45,114.37,142.33,11.78
856,-122.1478,47.6294,1670523621,1,333.79,0.24,24.68,38.62,2.59,4.66,6.46,0.55
871,-80.0711,40.6461,1670523621,1,243.66,0.33,5.14,57.94,1.91,1.96,2.59,0.25
875,-95.8263,41.2413,1670523621,2,283.72,0.32,9.85,37.19,3.28,11.64,12.13,0.49
904,-85.5348,42.8636,1670523621,1,233.65,1.29,4.11,61.51,0.88,1.19,1.44,0.64
906,-121.2921,37.7985,1670523621,4,467.3,29.95,21.59,2.68,10.61,31.98,38.75,1.49
911,-118.4182,34.0581,1670523621,4,680.92,40.68,36.33,15.2,2.71,39.95,48.71,2.25
913,-122.0581,37.8962,1670523621,4,594.14,33.53,41.47,2.68,5.72,32.68,43.95,0.75
920,-81.8102,26.6139,1670523621,1,190.26,0.05,0.53,79.39,0.18,3.1,5.73,0.02
923,-121.9252,37.4708,1670523621,4,667.57,42.02,49.35,3.93,3.1,36.9,44.79,1.55
940,-96.8375,32.8324,1670523621,1,213.62,1.75,7.03,41.13,1.55,3.1,4.35,0.41
941,-122.6714,45.4918,1670523621,1,273.71,0.14,12.0,47.21,1.58,2.72,3.29,0.34
964,-111.8973,33.4217,1670523621,4,867.84,54.99,35.99,13.59,1.43,46.83,66.97,5.13
976,-76.7563,39.4006,1670523621,1,260.35,0.45,5.48,60.8,0.73,2.53,2.88,0.34
984,-73.6256,41.0238,1670523621,1,243.66,0.22,2.38,70.1,1.01,0.89,1.12,0.13
1002,-84.2761,34.0708,1670523621,1,243.66,1.79,11.48,14.84,4.59,7.48,9.31,0.0
1011,-82.5216,27.964,1670523621,1,280.38,2.4,13.88,65.09,1.51,6.95,9.85,0.93
1012,-104.9567,39.7175,1670523621,1,330.45,9.39,17.99,43.99,1.85,4.29,5.77,1.73
1020,-122.171,37.4435,1670523621,4,714.3,33.53,65.12,3.17,7.51,44.94,53.87,1.19
1028,-157.8588,21.2976,1670523621,2,186.92,0.01,2.27,79.39,0.57,6.23,26.96,0.09
1036,-77.0242,38.8998,1670523621,1,277.04,0.81,8.31,53.64,2.56,3.38,4.08,0.47
1046,-111.9003,40.7465,1670523621,3,520.71,28.16,37.7,42.56,20.98,24.9,30.49,2.63
1050,-74.0076,40.7411,1670523621,1,280.38,1.26,7.71,52.93,1.65,1.54,2.49,0.48
1051,-121.9716,37.3724,1670523621,5,974.66,74.21,59.63,1.97,2.71,50.18,59.91,3.48
1056,-122.2992,47.6616,1670523621,1,263.69,0.12,11.82,56.51,2.53,3.41,4.26,0.36
1074,-80.085,26.8488,1670523621,2,193.6,0.08,0.52,82.97,0.37,2.89,6.66,0.0
1120,-71.0839,42.3475,1670523621,1,247.0,0.47,4.03,70.1,1.13,1.04,1.44,0.27
1125,-80.071,40.6462,1670523621,1,243.66,0.33,5.14,57.94,1.91,1.96,2.59,0.25
1126,-86.2438,39.9428,1670523621,2,263.69,0.64,5.06,56.51,0.66,10.4,11.56,0.42
1127,-88.0622,43.1162,1670523621,1,220.3,0.4,3.81,70.1,1.4,0.5,1.08,0.25
1128,-90.0791,29.9208,1670523621,2,427.25,10.39,21.94,25.75,2.71,10.6,16.46,1.06
1133,-122.391,47.2527,1670523621,1,260.35,0.11,10.8,57.22,3.13,2.66,3.48,0.31
1134,-118.4997,34.224,1670523621,3,423.91,12.07,20.22,29.33,1.07,20.76,29.21,1.58
1135,-86.8433,33.5327,1670523621,1,206.95,0.73,3.04,40.77,2.0,7.31,12.71,0.01
1136,-81.5665,28.5597,1670523621,2,220.3,0.64,3.77,80.82,0.67,7.42,10.07,0.24
1138,-88.1584,41.3908,1670523621,1,287.06,4.69,21.59,36.84,12.76,4.95,6.81,0.28
1139,-122.3737,37.9202,1670523621,4,520.71,17.43,63.06,5.63,16.45,34.18,41.46,0.39
1154,-90.5876,38.6688,1670523621,2,337.12,2.29,19.02,21.64,5.31,13.58,14.41,0.2
1155,-83.1834,42.5631,1670523621,1,247.0,0.99,8.48,59.37,2.09,1.56,2.54,0.75
1156,-81.8027,26.2133,1670523621,2,226.97,0.53,3.81,94.41,0.55,5.83,10.59,0.31
1171,-157.8266,21.2783,1670523621,2,186.92,0.01,2.27,79.39,0.57,6.23,26.96,0.09
1173,-74.3166,40.686,1670523621,1,257.02,0.43,3.26,61.51,0.59,0.95,1.56,0.17
1178,-87.9783,41.8106,1670523621,1,267.03,1.63,15.42,48.64,4.71,3.98,5.37,0.76
1194,-81.4931,41.5192,1670523621,1,220.3,0.27,5.14,67.95,3.4,0.62,1.13,0.32
1195,-106.5771,31.8765,1670523621,2,208.62,2.32,3.73,42.92,0.05,4.46,21.08,0.74
1196,-119.6757,36.779,1670523621,4,767.71,59.9,23.31,1.79,2.21,26.49,32.13,6.84
1197,-85.5735,38.2152,1670523621,2,267.03,0.6,7.8,33.98,2.5,10.02,11.1,0.0
1199,-117.1124,47.6731,1670523621,1,267.03,0.27,5.74,50.78,0.3,3.41,4.75,0.86
1200,-85.542,38.2248,1670523621,2,267.03,0.6,7.8,33.98,2.5,10.02,11.1,0.0
1203,-77.5642,37.644,1670523621,1,260.35,0.6,5.4,51.5,0.92,4.54,5.17,0.0
1209,-98.6264,29.6553,1670523621,1,183.58,0.08,0.61,43.63,0.19,1.73,2.51,0.1
1256,-73.6694,40.7962,1670523621,1,303.75,2.74,15.77,45.78,4.11,2.55,4.12,1.06
1297,-81.5908,30.2285,1670523621,1,236.99,1.37,6.43,57.94,1.4,8.23,12.92,0.46
1310,-75.0298,39.9173,1670523621,1,290.39,2.49,9.77,65.09,3.37,2.83,3.74,0.67
1312,-87.6289,41.8993,1670523621,1,267.03,1.47,13.37,50.78,4.29,4.46,5.79,0.72
1317,-95.4643,30.164,1670523621,1,213.62,0.8,6.34,52.93,3.49,6.71,13.98,0.09
1318,-96.8261,33.0809,1670523621,1,208.62,1.24,4.97,41.13,0.91,3.27,4.36,0.3
1320,-121.8103,37.6828,1670523621,4,473.98,13.86,41.47,5.45,3.67,32.49,38.6,0.42
1325,-121.8123,37.6855,1670523621,4,473.98,13.86,41.47,5.45,3.67,32.49,38.6,0.42
1373,-118.2554,34.1447,1670523621,5,1028.06,107.29,63.06,9.74,5.66,67.1,91.68,5.26
1409,-117.8825,33.6741,1670523621,5,1602.17,135.9,91.85,11.27,8.11,103.8,124.85,5.38
1410,-117.2342,33.1331,1670523621,3,453.95,12.18,16.79,22.17,1.31,21.84,29.38,1.06
1867,-111.9287,33.625,1670523621,2,343.8,3.21,6.51,39.34,0.29,17.63,33.62,1.63
1872,-75.3857,40.6862,1670523621,1,233.65,0.15,2.23,75.1,0.78,0.76,1.01,0.11
1940,-115.2468,36.1435,1670523621,2,230.31,2.07,7.45,78.68,2.8,6.43,23.73,0.96
2096,-104.8756,39.561,1670523621,1,211.95,1.37,4.03,68.67,1.67,0.71,1.22,0.45
2192,-80.1937,25.8143,1670523621,2,190.26,0.59,3.21,87.26,1.04,2.86,8.26,0.12
2369,-104.9855,39.6127,1670523621,1,330.45,9.39,17.99,43.99,1.85,4.29,5.77,1.73
2668,-97.3306,32.9819,1670523621,1,195.27,0.42,1.84,39.34,0.38,3.06,3.99,0.2
2682,-97.1302,32.9437,1670523621,1,201.94,1.01,4.2,39.7,0.93,3.02,4.06,0.29
2688,-122.7825,45.451,1670523621,1,273.71,0.14,12.0,47.21,1.58,2.72,3.29,0.34
2759,-119.4975,39.5496,1670523621,1,297.07,1.84,13.88,42.92,0.14,7.16,9.93,1.47
2859,-96.8226,33.0679,1670523621,1,208.62,1.24,4.97,41.13,0.91,3.27,4.36,0.3
2871,-104.8302,38.8153,1670523621,1,163.56,0.12,0.34,75.1,0.32,0.5,0.74,0.09
2961,-104.9815,39.7907,1670523621,1,330.45,9.39,17.99,43.99,1.85,4.29,5.77,1.73
2983,-121.9269,37.469,1670523621,4,667.57,42.02,49.35,3.93,3.1,36.9,44.79,1.55
2984,-121.9445,37.4915,1670523621,4,667.57,42.02,49.35,3.93,3.1,36.9,44.79,1.55
2997,-121.9265,37.4685,1670523621,4,667.57,42.02,49.35,3.93,3.1,36.9,44.79,1.55
3012,-111.9061,40.5184,1670523621,3,527.38,25.93,28.1,35.05,14.9,24.89,31.33,3.83
3013,-78.8409,42.8591,1670523621,1,300.41,2.15,16.62,37.55,6.74,3.38,4.92,1.16
3047,-96.831,32.936,1670523621,1,213.62,1.75,7.03,41.13,1.55,3.1,4.35,0.41
3055,-117.213,32.8709,1670523621,2,427.25,11.06,20.22,27.54,1.51,15.28,22.51,0.9
3066,-156.453,20.8825,1670523621,1,173.57,0.0,0.23,72.96,0.16,6.09,13.47,0.0
3095,-80.1462,25.957,1670523621,2,190.26,0.59,3.21,87.26,1.04,2.86,8.26,0.12
3120,-84.3188,34.0672,1670523621,1,243.66,1.79,11.48,14.84,4.59,7.48,9.31,0.0
3133,-122.2038,47.6167,1670523621,1,263.69,0.12,11.82,56.51,2.53,3.41,4.26,0.36
3158,-117.58,34.1095,1670523621,4,587.46,27.94,41.13,30.76,4.53,44.7,54.43,0.71
3160,-76.8932,39.0634,1670523621,1,267.03,0.43,5.06,52.21,0.62,3.16,3.71,0.27
3169,-121.4317,38.6171,1670523621,2,460.63,13.19,29.82,3.8,2.77,19.34,22.76,0.45
3173,-121.9142,37.4227,1670523621,4,667.57,42.02,49.35,3.93,3.1,36.9,44.79,1.55
3174,-119.3902,36.336,1670523621,2,387.19,8.16,14.05,10.91,0.13,11.08,12.93,1.36
3180,-122.6642,38.2737,1670523621,2,333.79,0.95,27.42,23.96,3.67,14.25,16.73,0.34
3182,-121.8199,39.7065,1670523621,1,287.06,0.98,13.37,26.11,1.09,7.42,8.74,0.24
3184,-121.2432,37.9063,1670523621,4,514.03,26.38,19.71,2.35,2.0,26.71,30.69,0.89
3185,-119.0981,35.3074,1670523621,2,487.33,16.99,19.88,18.6,0.65,15.2,20.23,1.25
3186,-117.3745,34.5854,1670523621,4,494.0,13.52,22.62,36.84,2.09,37.96,57.41,0.75
3190,-122.2749,37.5653,1670523621,4,720.98,40.23,46.61,2.06,1.94,31.22,43.06,1.41
3194,-117.341,33.9954,1670523621,4,767.71,52.75,40.78,13.95,3.01,30.94,39.07,3.26
3195,-118.5919,34.2348,1670523621,3,423.91,12.07,20.22,29.33,1.07,20.76,29.21,1.58
3196,-104.8007,39.551,1670523621,1,211.95,1.37,4.03,68.67,1.67,0.71,1.22,0.45
3197,-122.0882,38.009,1670523621,2,373.84,5.25,38.73,11.98,12.04,19.18,22.84,0.16
3198,-104.9808,39.8328,1670523621,1,330.45,3.91,17.82,41.49,0.71,2.98,4.68,1.38
3199,-121.7978,37.6911,1670523621,4,400.54,8.83,29.47,7.42,0.86,26.78,32.03,0.51
3201,-72.6716,41.6397,1670523621,1,226.97,0.35,1.89,76.53,0.66,0.92,1.21,0.09
3204,-75.6114,38.6572,1670523621,1,333.79,3.16,11.31,37.19,2.18,5.37,6.18,1.31
3209,-158.0138,21.4819,1670523621,2,178.58,0.0,0.35,82.97,0.16,4.85,22.47,0.0
3210,-118.3635,33.8993,1670523621,5,1695.63,189.54,101.45,8.49,16.45,114.37,142.33,11.78
3217,-117.2409,33.1369,1670523621,3,453.95,12.18,16.79,22.17,1.31,21.84,29.38,1.06
3220,-71.58,42.3142,1670523621,1,230.31,0.2,1.36,77.96,0.57,0.66,0.8,0.1
3228,-76.664,39.4847,1670523621,1,260.35,0.45,5.48,60.8,0.73,2.53,2.88,0.34
3229,-95.4919,29.6139,1670523621,1,208.62,1.63,8.4,59.37,8.58,5.93,15.65,0.21
3230,-76.8932,39.0634,1670523621,1,267.03,0.43,5.06,52.21,0.62,3.16,3.71,0.27
3233,-74.3418,40.8568,1670523621,1,250.34,0.26,2.16,60.8,0.44,0.73,0.97,0.08
3236,-75.0821,39.8231,1670523621,1,290.39,2.49,9.77,65.09,3.37,2.83,3.74,0.67
3246,-73.4867,40.7444,1670523621,1,267.03,1.01,6.34,60.08,1.65,1.52,3.3,0.39
3250,-74.064,41.4481,1670523621,1,230.31,0.09,0.93,77.96,0.57,0.65,0.72,0.05
3252,-122.5467,45.567,1670523621,1,307.08,0.33,20.74,40.41,2.3,4.25,4.93,0.61
3253,-76.3205,40.0581,1670523621,1,370.5,2.57,19.71,28.97,3.37,4.83,5.55,0.78
3254,-75.4045,40.1258,1670523621,1,253.68,0.68,4.24,70.1,1.42,1.54,1.88,0.27
3270,-110.8358,32.0924,1670523621,4,1028.06,65.27,52.78,19.85,3.31,46.44,71.35,13.17
3293,-72.7118,41.9274,1670523621,1,223.64,0.17,1.36,75.1,0.57,0.82,1.04,0.06
3397,-90.0791,29.9208,1670523621,2,427.25,10.39,21.94,25.75,2.71,10.6,16.46,1.06
3408,-80.1281,26.7065,1670523621,2,196.93,0.15,0.92,85.83,0.46,3.2,7.38,0.01
3414,-97.6707,30.4601,1670523621,1,196.93,0.66,2.72,47.92,1.7,3.62,4.64,0.09
3436,-121.8727,37.3637,1670523621,5,974.66,74.21,59.63,1.97,2.71,50.18,59.91,3.48
3447,-121.2918,37.7995,1670523621,4,467.3,29.95,21.59,2.68,10.61,31.98,38.75,1.49
3448,-73.7918,41.0419,1670523621,1,243.66,0.22,2.38,70.1,1.01,0.89,1.12,0.13
3455,-80.1169,26.1626,1670523621,2,193.6,0.45,2.21,87.26,0.98,3.12,8.41,0.16
3488,-82.4583,28.0571,1670523621,2,211.95,0.32,2.51,82.97,0.68,5.77,8.0,0.07
3518,-122.2999,37.881,1670523621,4,520.71,17.43,63.06,5.63,16.45,34.18,41.46,0.39
3519,-118.493,34.1964,1670523621,4,680.92,40.68,36.33,15.2,2.71,39.95,48.71,2.25
3521,-121.9424,37.4731,1670523621,4,667.57,42.02,49.35,3.93,3.1,36.9,44.79,1.55
3522,-122.0578,37.6069,1670523621,4,607.49,29.06,58.26,4.34,7.63,43.67,53.44,0.79
3554,-74.0066,40.6831,1670523621,1,280.38,1.26,7.71,52.93,1.65,1.54,2.49,0.48
3560,-118.3509,34.2013,1670523621,3,380.52,13.41,24.33,32.9,1.86,22.4,40.96,0.59
3572,-74.298,40.6856,1670523621,1,257.02,0.43,3.26,61.51,0.59,0.95,1.56,0.17
3631,-118.494,34.0138,1670523621,4,680.92,40.68,36.33,15.2,2.71,39.95,48.71,2.25
3636,-105.1649,39.9549,1670523621,1,220.3,0.5,4.58,70.81,0.7,0.79,1.39,0.43
3656,-111.8996,40.5181,1670523621,3,527.38,25.93,28.1,35.05,14.9,24.89,31.33,3.83
3735,-117.6859,33.6682,1670523621,5,947.95,59.01,58.95,16.63,6.14,73.94,93.36,2.0
3739,-88.0882,42.0491,1670523621,1,233.65,0.62,6.34,57.94,2.89,1.32,2.26,0.38
3753,-118.1361,34.0911,1670523621,4,674.25,59.9,45.93,13.59,3.76,47.42,70.88,2.85
3756,-95.4645,29.7377,1670523621,1,208.62,1.63,8.4,59.37,8.58,5.93,15.65,0.21
3757,-111.9657,33.3562,1670523621,5,1361.85,116.23,60.32,10.73,4.83,66.6,91.5,13.43
3760,-96.839,32.8312,1670523621,1,213.62,1.75,7.03,41.13,1.55,3.1,4.35,0.41
3762,-93.0507,45.0179,1670523621,1,387.19,12.29,16.62,32.54,3.04,8.73,11.0,3.93
3768,-111.9042,33.6197,1670523621,2,343.8,3.21,6.51,39.34,0.29,17.63,33.62,1.63
3772,-77.1423,39.0942,1670523621,1,270.37,0.61,5.66,54.36,1.48,2.95,3.49,0.36
3791,-117.8192,34.0402,1670523621,3,417.23,21.23,29.82,25.75,1.65,21.23,33.96,1.46
3825,-81.3629,28.4477,1670523621,1,240.33,2.29,12.17,75.82,1.61,6.14,8.69,0.36
3827,-117.1469,32.8343,1670523621,2,527.38,25.26,25.02,16.81,0.98,15.07,21.16,2.44
3975,-118.4307,33.983,1670523621,4,714.3,38.89,50.72,19.13,4.83,46.65,57.74,1.25
3996,-94.6074,38.9446,1670523621,2,343.8,1.15,21.42,13.77,1.94,13.16,13.6,0.25
4017,-77.636,43.0871,1670523621,1,267.03,0.19,3.38,51.5,1.21,2.55,3.03,0.13
4113,-118.3298,33.9214,1670523621,5,1695.63,189.54,101.45,8.49,16.45,114.37,142.33,11.78
4132,-87.6948,41.9373,1670523621,1,267.03,1.47,13.37,50.78,4.29,4.46,5.79,0.72
4141,-88.9072,40.4687,1670523621,1,257.02,0.48,4.33,52.21,0.76,6.66,7.33,0.3
4179,-122.6624,45.5053,1670523621,1,273.71,0.14,12.0,47.21,1.58,2.72,3.29,0.34
4184,-115.1035,36.1451,1670523621,4,1121.52,92.09,63.06,13.05,4.11,44.36,74.33,12.79
4190,-85.7559,38.2981,1670523621,2,280.38,0.76,8.65,29.33,2.15,10.22,11.39,0.0
4200,-87.9484,41.9952,1670523621,1,267.03,1.63,15.42,48.64,4.71,3.98,5.37,0.76
4209,-96.911,46.8482,1670523621,1,277.04,2.82,6.86,49.35,2.09,5.93,6.59,3.58
4242,-82.918,40.0519,1670523621,2,317.1,1.73,14.05,35.76,3.46,10.12,11.33,0.15
4257,-97.7701,30.435,1670523621,1,196.93,0.66,2.72,47.92,1.7,3.62,4.64,0.09
4258,-111.7599,40.3552,1670523621,2,303.75,6.76,12.68,61.51,25.03,10.05,12.85,0.81
4277,-104.9855,39.6127,1670523621,1,330.45,9.39,17.99,43.99,1.85,4.29,5.77,1.73
4281,-84.1546,35.9488,1670523621,1,263.69,1.55,5.83,9.3,2.18,7.46,7.77,0.0
4288,-81.5908,30.2285,1670523621,1,236.99,1.37,6.43,57.94,1.4,8.23,12.92,0.46
4291,-88.3157,40.1146,1670523621,1,263.69,0.5,5.57,53.64,0.76,8.12,8.64,0.3
4317,-155.0587,19.7261,1670523621,1,205.28,0.0,0.76,60.08,9.89,4.34,5.37,0.0
4323,-156.453,20.8825,1670523621,1,173.57,0.0,0.23,72.96,0.16,6.09,13.47,0.0
4324,-77.5642,37.644,1670523621,1,260.35,0.6,5.4,51.5,0.92,4.54,5.17,0.0
4330,-122.0132,37.5189,1670523621,4,714.3,33.53,65.12,3.17,7.51,44.94,53.87,1.19
4335,-97.8297,30.2887,1670523621,1,198.6,0.79,3.21,46.49,2.71,3.95,4.93,0.03
4347,-117.2346,33.1334,1670523621,3,453.95,12.18,16.79,22.17,1.31,21.84,29.38,1.06
4399,-95.5375,29.7362,1670523621,1,208.62,1.63,8.4,59.37,8.58,5.93,15.65,0.21
