TRT_ID,coord.lon,coord.lat,aqi.dt,aqi.main.aqi,aqi.components.co,aqi.components.no,aqi.components.no2,aqi.components.o3,aqi.components.so2,aqi.components.pm2_5,aqi.components.pm10,aqi.components.nh3
38228,-73.6348,41.0153,1670523623,1,243.66,0.22,2.38,70.1,1.01,0.89,1.12,0.13
38229,-96.3861,30.1492,1670523623,1,190.26,0.31,2.19,58.65,2.62,5.6,7.44,0.0
38230,-117.3259,34.5079,1670523623,4,494.0,13.52,22.62,36.84,2.09,37.96,57.41,0.75
38231,-95.4507,29.7471,1670523623,1,208.62,1.63,8.4,59.37,8.58,5.93,15.65,0.21
38232,-76.7118,39.1601,1670523623,1,283.72,0.76,9.6,48.64,1.19,3.72,4.64,0.46
38233,-111.8251,34.8528,1670523623,1,203.61,1.24,2.79,59.37,0.08,6.04,9.05,0.59
38234,-104.9928,39.9587,1670523623,1,330.45,3.91,17.82,41.49,0.71,2.98,4.68,1.38
38235,-116.4127,33.7428,1670523623,1,293.73,3.74,8.82,50.07,0.37,9.26,16.5,1.3
38236,-111.9019,40.5613,1670523623,3,527.38,25.93,28.1,35.05,14.9,24.89,31.33,3.83
38237,-98.1375,29.5223,1670523623,1,190.26,0.55,2.83,52.93,4.95,5.06,7.17,0.07
38238,-117.0734,33.5328,1670523623,3,433.92,11.74,18.68,26.11,1.62,24.79,32.2,0.52
38239,-85.1254,41.1221,1670523623,1,253.68,0.3,4.2,65.09,1.22,4.73,5.39,0.28
38240,-92.4626,43.9603,1670523623,1,260.35,2.04,5.44,46.49,2.47,7.31,8.06,1.49
38241,-84.3959,33.7621,1670523623,1,343.8,11.51,17.82,10.82,3.87,6.09,8.28,0.86
38242,-122.5935,38.6203,1670523623,1,220.3,0.08,3.0,50.07,0.2,3.43,4.51,0.08
38243,-86.3475,43.4075,1670523623,1,213.62,0.48,1.78,70.81,0.44,0.5,0.59,0.44
38244,-95.6391,39.6698,1670523623,2,300.41,0.57,7.88,20.21,1.12,13.43,13.47,0.15
38245,-119.7213,39.4891,1670523623,3,647.54,20.79,59.63,8.05,1.27,20.08,22.95,5.13
38246,-86.8284,33.3629,1670523623,1,203.61,0.52,2.16,41.13,0.53,7.09,12.39,0.0
38247,-72.6567,42.9865,1670523623,1,226.97,0.14,0.99,66.52,0.56,0.54,0.57,0.04
38248,-122.9373,38.6559,1670523623,1,233.65,0.07,4.67,49.35,0.75,5.05,6.29,0.1
38249,-116.8087,47.6979,1670523623,1,280.38,0.44,8.4,47.92,0.35,3.87,4.87,1.0
38934,-111.9885,33.4488,1670523623,4,867.84,54.99,35.99,13.59,1.43,46.83,66.97,5.13
38935,-120.8014,38.5257,1670523623,1,240.33,0.62,5.57,45.78,0.06,2.29,3.65,0.63
38936,-111.7646,34.79,1670523623,1,226.97,1.72,3.86,50.78,0.04,4.93,7.17,0.72
38937,-111.7748,34.8664,1670523623,1,213.62,2.21,4.88,62.23,0.06,4.1,6.54,0.56
38938,-105.5242,40.3715,1670523623,2,171.9,0.18,1.17,80.82,3.67,0.5,0.53,0.06
38939,-118.494,34.0138,1670523621,4,680.92,40.68,36.33,15.2,2.71,39.95,48.71,2.25
38940,-118.4921,34.0137,1670523623,4,680.92,40.68,36.33,15.2,2.71,39.95,48.71,2.25
38941,-96.8093,32.7762,1670523623,1,203.61,0.56,6.0,42.2,1.16,2.69,4.06,0.34
38942,-97.7486,30.3571,1670523623,1,201.94,0.8,3.94,46.49,1.57,3.9,5.16,0.16
38943,-75.9831,36.8456,1670523623,1,260.35,0.46,4.28,52.93,1.13,3.66,4.24,0.24
38944,-119.6441,37.3605,1670523623,1,233.65,0.48,2.7,55.08,0.08,2.39,3.53,0.4
38945,-98.8008,30.2242,1670523623,1,183.58,0.08,0.56,40.05,0.16,0.9,1.19,0.13
38946,-114.2588,43.4575,1670523623,1,213.62,1.57,3.68,51.5,0.1,2.24,2.96,3.74
38947,-113.8984,45.1786,1670523623,1,216.96,0.99,1.52,34.33,0.01,1.76,1.88,2.53
38948,-104.8501,38.7912,1670523623,1,158.55,0.15,0.34,76.53,0.19,0.5,0.71,0.15
38949,-75.865,41.2368,1670523623,1,233.65,0.1,1.74,62.94,0.98,0.9,1.01,0.08
38950,-122.4737,38.5602,1670523623,1,226.97,0.13,4.37,51.5,0.78,5.4,7.03,0.1
38951,-69.8374,44.2878,1670523623,1,240.33,0.17,1.27,68.67,1.33,0.5,0.77,0.12
38952,-89.7465,42.5192,1670523623,1,230.31,1.19,4.71,57.94,2.12,1.4,2.01,0.5
38953,-80.1229,25.8128,1670523623,2,190.26,0.59,3.21,87.26,1.04,2.86,8.26,0.12
38954,-121.9375,36.5019,1670523623,1,233.65,0.09,2.25,62.23,0.49,4.99,6.29,0.16
38955,-116.353,43.5879,1670523623,1,243.66,1.01,4.8,61.51,0.72,4.54,13.04,3.33
38956,-116.2733,43.6113,1670523623,1,253.68,1.34,5.91,57.94,0.66,3.92,9.83,2.34
38957,-77.8048,39.4367,1670523623,1,240.33,0.4,3.68,59.37,1.15,2.2,2.49,0.19
38958,-81.6772,36.1352,1670523623,1,208.62,0.24,1.8,32.54,0.18,1.13,1.31,0.03
38959,-83.8625,35.6878,1670523623,1,267.03,3.69,4.2,2.17,0.55,4.79,5.13,0.12
38960,-82.5747,27.3105,1670523623,1,253.68,1.17,9.08,73.67,2.3,9.19,12.44,0.19
38961,-85.9907,44.5193,1670523623,2,208.62,0.24,1.48,88.69,0.45,0.5,0.59,0.15
38962,-71.1101,44.0564,1670523623,1,220.3,0.1,1.06,69.38,0.51,0.5,0.54,0.04
38963,-118.35,33.8358,1670523623,5,1695.63,189.54,101.45,8.49,16.45,114.37,142.33,11.78
38964,-74.9801,40.4087,1670523623,1,233.65,0.28,3.34,75.82,0.74,0.89,1.18,0.13
38965,-118.2782,46.089,1670523623,1,236.99,0.07,2.34,68.67,0.16,0.85,1.96,0.93
38966,-96.9888,28.863,1670523623,1,190.26,0.06,0.84,62.23,0.24,6.64,12.25,0.0
38967,-87.1697,45.1551,1670523623,2,206.95,0.14,1.14,80.11,0.7,0.5,0.53,0.08
38968,-115.1688,36.1083,1670523623,4,1121.52,92.09,63.06,13.05,4.11,44.36,74.33,12.79
38969,-84.36,33.8455,1670523623,1,307.08,6.09,19.36,15.02,6.91,8.5,10.59,0.2
38970,-81.8103,26.2122,1670523623,2,226.97,0.53,3.81,94.41,0.55,5.83,10.59,0.31
38971,-123.5326,39.1319,1670523623,1,216.96,0.02,1.76,58.65,0.42,3.02,3.45,0.02
38972,-82.8289,27.9731,1670523623,2,240.33,0.21,1.31,77.25,0.75,10.48,15.06,0.0
38973,-115.1732,36.1112,1670523623,4,1121.52,92.09,63.06,13.05,4.11,44.36,74.33,12.79
38974,-75.0825,38.7147,1670523623,1,290.39,2.21,9.0,50.07,2.53,4.4,5.13,0.16
38975,-123.4771,48.1016,1670523623,1,203.61,0.01,0.45,73.67,0.4,0.5,0.74,0.0
38976,-122.371,37.6026,1670523623,4,761.03,35.76,78.83,3.35,10.61,47.35,56.28,1.41
38977,-91.9427,38.9383,1670523623,2,310.42,0.78,12.85,27.54,2.95,15.31,15.44,0.0
38978,-117.5375,47.6426,1670523623,1,390.53,1.62,21.42,31.83,0.81,6.37,7.92,2.03
38979,-81.6731,36.1395,1670523623,1,208.62,0.24,1.8,32.54,0.18,1.13,1.31,0.03
38980,-72.3655,41.0736,1670523623,1,233.65,0.43,2.36,79.39,0.71,1.38,1.7,0.14
38981,-87.6289,41.8993,1670523621,1,267.03,1.47,13.37,50.78,4.29,4.46,5.79,0.72
38982,-80.401,37.1994,1670523623,1,236.99,0.48,3.51,43.27,0.6,1.7,2.58,0.13
38983,-73.9605,40.7706,1670523623,1,300.41,2.35,14.05,44.7,3.4,2.32,3.4,0.91
38984,-119.6405,34.4215,1670523623,1,193.6,0.67,2.04,50.07,0.07,1.71,2.24,0.26
38985,-70.9818,44.0161,1670523623,1,220.3,0.13,0.88,72.96,0.55,0.5,0.54,0.06
38986,-74.7185,41.354,1670523623,1,233.65,0.11,1.8,65.09,0.59,0.59,0.63,0.04
38987,-120.1454,39.167,1670523623,1,163.56,0.04,0.4,77.25,0.04,0.5,0.57,0.11
38988,-96.8017,32.9268,1670523623,1,213.62,1.75,7.03,41.13,1.55,3.1,4.35,0.41
38989,-96.9759,32.9222,1670523623,1,213.62,1.75,7.03,41.13,1.55,3.1,4.35,0.41
38990,-96.8309,33.0421,1670523623,1,208.62,1.24,4.97,41.13,0.91,3.27,4.36,0.3
38991,-96.6673,33.1167,1670523623,1,223.64,2.29,7.71,41.49,1.49,3.39,4.71,0.42
38992,-96.8651,33.0707,1670523623,1,208.62,1.24,4.97,41.13,0.91,3.27,4.36,0.3
38994,-84.3881,39.2526,1670523623,2,327.11,1.57,14.05,36.12,3.13,12.22,13.98,0.29
38995,-121.4841,36.4808,1670523623,1,303.75,3.97,12.0,11.8,0.21,6.72,8.98,0.69
38996,-85.4497,46.0938,1670523623,2,201.94,0.18,0.88,94.41,0.4,0.5,0.51,0.06
38997,-106.7784,32.3101,1670523623,1,233.65,4.36,5.66,32.9,0.05,4.24,16.08,1.43
38998,-122.509,46.5453,1670523623,1,230.31,0.02,2.91,67.23,0.39,0.85,1.12,0.06
38999,-80.3079,37.786,1670523623,1,270.37,0.95,6.6,26.46,0.32,3.55,3.72,0.07
39000,-107.8463,37.9349,1670523623,2,160.22,0.3,0.74,82.97,0.23,1.55,2.14,0.26
39001,-122.1351,37.4187,1670523623,4,714.3,33.53,65.12,3.17,7.51,44.94,53.87,1.19
39002,-114.3153,48.1994,1670523623,1,317.1,1.08,9.43,44.35,0.05,3.5,4.38,2.31
39003,-77.0331,38.9084,1670523623,1,277.04,0.81,8.31,53.64,2.56,3.38,4.08,0.47
39004,-77.0729,38.9234,1670523623,1,277.04,0.81,8.31,53.64,2.56,3.38,4.08,0.47
39005,-122.3394,47.6077,1670523623,1,263.69,0.12,11.82,56.51,2.53,3.41,4.26,0.36
39006,-104.8267,38.8337,1670523623,1,163.56,0.12,0.34,75.1,0.32,0.5,0.74,0.09
39007,-121.9926,38.6356,1670523623,1,280.38,0.79,12.85,21.1,0.44,8.21,9.43,0.35
39008,-69.9972,41.7222,1670523623,1,253.68,0.5,2.44,63.66,0.97,1.7,2.14,0.05
39009,-75.8938,42.1033,1670523623,1,230.31,0.12,1.82,70.1,0.86,0.92,1.01,0.08
39010,-117.2552,32.978,1670523623,2,427.25,11.06,20.22,27.54,1.51,15.28,22.51,0.9
39011,-118.2272,46.0885,1670523623,1,236.99,0.07,2.34,68.67,0.16,0.85,1.96,0.93
39012,-76.5029,42.4017,1670523623,1,247.0,0.1,2.27,57.94,1.76,2.08,2.18,0.12
39013,-83.9864,34.5332,1670523623,1,203.61,0.14,2.08,25.75,0.05,1.23,1.68,0.33
39014,-118.3949,33.849,1670523623,5,1695.63,189.54,101.45,8.49,16.45,114.37,142.33,11.78
39015,-75.6706,35.9076,1670523623,1,257.02,0.78,4.28,38.62,0.69,3.69,5.66,0.2
39016,-72.3642,41.1017,1670523623,1,233.65,0.43,2.36,79.39,0.71,1.38,1.7,0.14
39017,-97.0415,28.057,1670523623,2,186.92,0.2,1.31,71.53,0.26,7.28,21.92,0.0
39018,-87.5712,33.2137,1670523623,1,193.6,0.22,1.14,43.27,0.76,7.69,15.42,0.0
39019,-111.509,40.6159,1670523623,2,387.19,14.75,19.71,39.34,10.73,19.7,26.52,0.49
39020,-118.9861,37.6513,1670523623,1,175.24,0.82,1.5,62.94,0.04,1.21,1.53,0.78
39021,-73.7098,41.0942,1670523623,1,243.66,0.22,2.38,70.1,1.01,0.89,1.12,0.13
39022,-73.8574,41.0497,1670523623,1,240.33,0.26,2.23,69.38,0.53,0.78,0.97,0.12
39023,-118.4134,34.0818,1670523623,4,680.92,40.68,36.33,15.2,2.71,39.95,48.71,2.25
39024,-106.5155,39.6048,1670523623,1,191.93,0.55,1.46,65.09,1.18,0.5,0.61,0.29
39025,-81.4643,28.4747,1670523623,2,220.3,0.64,3.77,80.82,0.67,7.42,10.07,0.24
39026,-93.5583,44.9103,1670523623,2,480.65,23.25,25.36,25.03,4.35,13.25,17.45,5.38
39027,-85.9902,44.8981,1670523482,2,205.28,0.12,1.48,94.41,0.88,0.5,0.54,0.04
39028,-78.6947,42.9119,1670523623,1,300.41,2.12,17.65,36.48,6.56,3.7,5.26,0.82
39029,-119.9433,38.9553,1670523623,2,158.55,0.03,0.31,81.54,0.04,0.5,0.58,0.08
39030,-80.1217,25.8249,1670523623,2,190.26,0.59,3.21,87.26,1.04,2.86,8.26,0.12
39031,-123.3491,39.3997,1670523623,1,201.94,0.01,1.21,62.23,0.28,1.7,1.98,0.02
39032,-122.466,38.5223,1670523623,1,226.97,0.13,4.37,51.5,0.78,5.4,7.03,0.1
39033,-105.6137,36.355,1670523623,1,175.24,0.21,0.62,79.39,0.64,0.64,1.42,0.33
39034,-97.3049,27.6759,1670523623,2,201.94,0.51,2.59,69.38,1.01,7.28,22.28,0.16
39035,-96.7292,32.8103,1670523623,1,223.64,1.52,11.14,36.84,2.09,3.27,4.98,0.55
39036,-80.265,26.2613,1670523623,2,195.27,0.15,1.11,88.69,0.61,3.59,7.97,0.04
39037,-93.2588,36.5217,1670523623,1,257.02,0.87,2.79,17.35,0.24,5.06,5.18,0.13
39038,-120.1694,39.3243,1670523623,1,170.23,0.05,0.74,79.39,0.13,0.59,0.67,0.11
39039,-83.5342,31.4475,1670523623,1,198.6,0.26,1.14,52.93,0.19,5.61,11.09,0.12
39040,-81.4711,28.4017,1670523623,2,220.3,0.64,3.77,80.82,0.67,7.42,10.07,0.24
39041,-84.3255,34.8664,1670523623,1,203.61,0.23,2.44,16.81,0.35,1.7,2.02,0.12
39042,-73.9485,40.8016,1670523623,1,257.02,0.5,4.24,61.51,0.88,1.05,1.42,0.24
39043,-122.4412,37.4337,1670523623,1,267.03,0.34,8.65,52.21,0.75,7.22,9.81,0.15
39044,-111.3218,34.2512,1670523623,1,193.6,0.57,1.54,61.51,0.06,3.22,4.93,0.39
39045,-119.7811,36.8087,1670523623,1,290.39,1.87,9.08,27.18,0.19,3.17,6.24,0.71
39046,-95.6294,31.734,1670523623,1,191.93,0.09,1.54,54.36,2.24,5.33,7.19,0.03
39047,-111.6226,35.1937,1670523623,1,253.68,3.74,6.94,63.66,0.14,7.86,13.35,0.87
39048,-81.4583,30.6458,1670523623,1,186.92,0.1,1.27,67.95,0.14,3.36,7.39,0.05
39049,-79.9987,40.4372,1670523623,1,240.33,0.23,4.24,64.37,0.89,2.14,2.85,0.27
39050,-117.1061,33.4554,1670523623,3,433.92,11.74,18.68,26.11,1.62,24.79,32.2,0.52
39051,-120.6873,35.641,1670523623,1,247.0,0.46,5.66,41.13,0.07,7.26,8.71,0.44
39052,-81.3779,28.5543,1670523623,1,240.33,2.29,12.17,75.82,1.61,6.14,8.69,0.36
39053,-121.8057,39.7248,1670523623,1,287.06,0.98,13.37,26.11,1.09,7.42,8.74,0.24
39054,-122.3992,37.7881,1670523623,4,761.03,35.76,78.83,3.35,10.61,47.35,56.28,1.41
39055,-121.3121,44.0579,1670523623,1,216.96,0.09,1.84,67.23,0.09,0.5,0.55,0.12
39056,-81.4631,28.4566,1670523623,2,220.3,0.64,3.77,80.82,0.67,7.42,10.07,0.24
39057,-81.4816,28.3886,1670523623,2,240.33,1.43,7.63,83.69,1.49,7.19,9.59,0.25
39058,-81.4729,28.4394,1670523623,2,220.3,0.64,3.77,80.82,0.67,7.42,10.07,0.24
39059,-81.4312,27.4606,1670523623,1,196.93,0.06,0.59,76.53,0.58,4.08,5.93,0.03
39060,-76.616,39.2846,1670523623,1,267.03,0.51,6.17,56.51,0.71,3.0,3.57,0.33
39061,-114.0158,46.8341,1670523623,1,370.5,2.1,18.17,36.12,0.32,4.27,4.87,2.41
39062,-122.925,38.6528,1670523623,1,233.65,0.07,4.67,49.35,0.75,5.05,6.29,0.1
39063,-121.5159,39.467,1670523623,1,233.65,0.33,4.88,52.93,0.77,3.57,4.34,0.3
39064,-117.4124,47.6636,1670523623,1,390.53,1.62,21.42,31.83,0.81,6.37,7.92,2.03
39065,-117.2018,47.6737,1670523623,1,357.15,0.87,16.11,36.12,0.53,5.71,7.81,1.95
39066,-88.6831,37.0865,1670523623,1,317.1,1.38,8.91,11.8,2.15,9.45,9.53,0.0
39067,-119.6936,34.4085,1670523623,1,193.6,0.67,2.04,50.07,0.07,1.71,2.24,0.26
39068,-122.3583,40.574,1670523623,2,317.1,0.29,15.94,25.39,1.36,12.07,13.11,0.01
39069,-121.9912,37.8105,1670523623,4,574.11,23.02,35.99,3.04,2.56,32.58,38.59,0.93
39070,-119.6459,37.336,1670523623,1,233.65,0.48,2.7,55.08,0.08,2.39,3.53,0.4
39071,-119.4259,48.9871,1670523623,1,263.69,0.12,3.6,45.78,0.45,4.62,4.71,0.53
39072,-122.0002,37.5322,1670523623,4,714.3,33.53,65.12,3.17,7.51,44.94,53.87,1.19
39073,-86.6497,30.4229,1670523623,1,201.94,0.41,2.16,66.52,2.5,8.0,15.07,0.0
39074,-81.534,28.3546,1670523623,2,240.33,1.43,7.63,83.69,1.49,7.19,9.59,0.25
39075,-117.8918,33.9948,1670523622,5,1174.93,101.92,63.06,10.19,5.72,62.27,77.03,5.57
39076,-111.9363,33.4143,1670523623,4,867.84,54.99,35.99,13.59,1.43,46.83,66.97,5.13
39077,-123.7891,39.2723,1670523623,1,220.3,0.02,1.48,60.8,0.4,2.55,2.83,0.01
39078,-96.5415,32.8645,1670523623,1,233.65,0.87,14.57,31.83,2.77,3.56,5.77,0.63
39079,-79.0684,38.1508,1670523623,1,250.34,0.75,5.01,40.05,0.35,3.08,4.11,0.52
39080,-121.7648,36.2288,1670523623,1,211.95,0.14,2.12,43.27,0.13,4.07,4.69,0.13
39081,-80.1291,25.7908,1670523623,2,188.59,0.26,2.08,89.41,1.21,2.58,7.69,0.06
39082,-75.2924,40.1092,1670523623,1,253.68,0.78,3.73,75.1,1.12,1.56,2.12,0.26
39083,-87.3989,44.8441,1670523623,2,205.28,0.09,1.06,80.11,0.64,0.5,0.54,0.12
39084,-87.3708,44.8669,1670523623,2,205.28,0.09,1.06,80.11,0.64,0.5,0.54,0.12
39085,-87.2783,45.0571,1670523623,1,206.95,0.11,1.15,77.96,0.75,0.5,0.54,0.1
39086,-116.5015,33.7952,1670523623,1,293.73,3.74,8.82,50.07,0.37,9.26,16.5,1.3
39087,-77.0568,38.806,1670523623,1,277.04,0.81,8.31,53.64,2.56,3.38,4.08,0.47
39088,-80.1226,25.8196,1670523623,2,190.26,0.59,3.21,87.26,1.04,2.86,8.26,0.12
39089,-107.8514,37.9333,1670523623,2,160.22,0.3,0.74,82.97,0.23,1.55,2.14,0.26
39090,-96.7689,32.887,1670523623,1,223.64,1.52,11.14,36.84,2.09,3.27,4.98,0.55
39091,-114.5721,35.158,1670523623,2,223.64,1.43,3.68,47.92,0.08,7.02,27.49,3.64
39092,-120.6897,35.1644,1670523623,1,257.02,0.59,7.2,48.64,0.37,5.84,7.65,0.54
39093,-120.6901,35.1659,1670523623,1,257.02,0.59,7.2,48.64,0.37,5.84,7.65,0.54
39094,-119.7796,39.5044,1670523623,3,647.54,20.79,59.63,8.05,1.27,20.08,22.95,5.13
39095,-106.0669,39.4805,1670523623,1,166.89,0.16,0.83,65.8,1.04,0.5,0.65,0.05
39096,-115.1576,36.1323,1670523623,4,1121.52,92.09,63.06,13.05,4.11,44.36,74.33,12.79
39097,-81.7276,25.9201,1670523623,1,196.93,0.09,1.56,79.39,0.39,4.09,10.63,0.07
39098,-110.7634,43.4807,1670523623,1,201.94,0.42,3.38,48.64,0.03,1.05,1.09,0.41
39099,-118.4595,33.9821,1670523623,4,714.3,38.89,50.72,19.13,4.83,46.65,57.74,1.25
39100,-119.9962,47.0988,1670523623,2,303.75,0.44,8.4,32.54,0.57,11.16,12.49,0.74
39101,-119.8886,39.517,1670523623,1,226.97,2.01,8.14,64.37,0.08,1.86,2.41,0.86
39102,-119.9202,34.4351,1670523623,1,220.3,1.24,3.34,43.99,0.12,2.17,3.28,0.41
39103,-74.0414,40.7139,1670523623,1,280.38,1.26,7.71,52.93,1.65,1.54,2.49,0.48
39104,-122.2835,38.3053,1670523623,2,307.08,0.92,19.88,29.33,3.37,12.22,14.81,0.16
39105,-83.3759,33.962,1670523623,1,216.96,0.81,4.67,12.34,0.19,1.71,3.18,1.2
39106,-81.968,33.4791,1670523623,1,233.65,1.12,3.81,12.34,0.55,4.49,5.02,0.11
39107,-78.3469,42.8584,1670523623,1,270.37,0.66,8.14,38.62,4.35,1.77,2.59,0.26
39108,-79.9334,32.7827,1670523623,1,230.31,2.15,10.11,20.56,9.54,8.83,10.93,0.0
39109,-81.3133,29.8949,1670523623,2,236.99,0.74,5.06,85.12,4.47,12.95,17.2,0.0
39110,-79.0601,35.9111,1670523623,1,273.71,1.57,8.65,14.84,3.79,4.59,5.33,0.0
39111,-71.7504,43.4601,1670523623,1,233.65,0.29,2.59,66.52,1.24,0.5,0.56,0.06
39112,-81.9981,28.9265,1670523623,2,250.34,0.56,2.66,73.67,0.18,11.35,13.66,0.33
39113,-96.6765,33.1073,1670523623,1,223.64,2.29,7.71,41.49,1.49,3.39,4.71,0.42
39114,-70.5967,43.2577,1670523623,1,243.66,0.33,1.48,63.66,0.78,0.67,0.75,0.08
39115,-85.3112,35.0511,1670523623,1,260.35,3.97,3.86,1.63,0.57,3.59,4.15,0.13
39116,-81.6764,36.1334,1670523623,1,208.62,0.24,1.8,32.54,0.18,1.13,1.31,0.03
39117,-73.422,41.9846,1670523623,1,226.97,0.25,3.3,73.67,0.83,0.98,1.09,0.08
39118,-118.3683,34.0981,1670523623,5,1028.06,107.29,63.06,9.74,5.66,67.1,91.68,5.26
39119,-74.067,41.7408,1670523623,1,230.31,0.13,0.87,75.82,0.64,0.72,0.77,0.03
39120,-79.1601,40.6115,1670523623,1,223.64,0.12,2.29,68.67,1.15,1.38,1.83,0.15
39121,-115.1523,36.1399,1670523623,4,1121.52,92.09,63.06,13.05,4.11,44.36,74.33,12.79
39122,-78.4924,38.0657,1670523623,1,283.72,2.18,9.94,38.62,2.95,6.69,7.81,0.17
39123,-85.0157,45.369,1670523623,2,205.28,0.22,1.74,90.12,1.03,0.5,0.53,0.04
39124,-119.6416,34.4166,1670523623,1,193.6,0.67,2.04,50.07,0.07,1.71,2.24,0.26
39125,-120.848,38.481,1670523623,1,240.33,0.62,5.57,45.78,0.06,2.29,3.65,0.63
39126,-70.4922,41.6168,1670523623,1,263.69,1.84,7.71,65.8,1.4,1.82,2.29,0.36
39127,-122.6802,45.5941,1670523623,1,273.71,0.14,12.0,47.21,1.58,2.72,3.29,0.34
39128,-95.8149,29.7762,1670523623,1,186.92,0.08,0.61,62.23,0.22,5.31,11.96,0.03
39129,-81.6544,30.7916,1670523623,1,183.58,0.08,0.65,67.23,0.13,2.85,6.48,0.03
39130,-108.5356,39.1153,1670523623,1,236.99,1.73,3.73,54.36,0.73,3.61,9.76,1.5
39131,-117.7146,33.4826,1670523623,5,1068.12,92.98,45.93,7.42,3.93,68.04,89.9,1.95
39132,-72.813,41.2748,1670523623,1,230.31,0.55,3.09,79.39,0.86,1.16,1.36,0.14
39133,-73.5133,41.8534,1670523623,1,226.97,0.25,3.3,73.67,0.83,0.98,1.09,0.08
39134,-88.0509,42.0414,1670523623,1,233.65,0.62,6.34,57.94,2.89,1.32,2.26,0.38
39135,-74.0047,40.7077,1670523623,1,280.38,1.26,7.71,52.93,1.65,1.54,2.49,0.48
39136,-80.1426,25.782,1670523623,2,188.59,0.26,2.08,89.41,1.21,2.58,7.69,0.06
39137,-74.0284,41.4295,1670523623,1,230.31,0.09,0.93,77.96,0.57,0.65,0.72,0.05
39138,-116.3268,33.7214,1670523623,2,347.14,3.58,12.17,62.94,0.54,7.73,22.98,1.87
39139,-83.8177,34.1013,1670523623,1,383.85,10.28,12.0,5.32,0.22,5.98,11.46,7.98
39140,-122.1841,48.2142,1670523623,1,247.0,0.01,2.53,70.1,0.46,1.57,1.78,0.07
39141,-90.1933,29.888,1670523623,2,427.25,10.39,21.94,25.75,2.71,10.6,16.46,1.06
39142,-82.3011,28.0081,1670523623,2,205.28,0.16,1.63,80.11,0.21,4.61,6.67,0.05
39143,-74.8012,41.3237,1670523623,1,233.65,0.12,1.89,62.94,0.59,0.63,0.68,0.04
39144,-97.0594,32.8245,1670523623,1,201.94,1.01,4.2,39.7,0.93,3.02,4.06,0.29
39145,-84.2846,30.4452,1670523623,1,190.26,0.23,1.14,45.78,0.05,5.07,9.22,0.06
39146,-81.5981,30.2493,1670523623,1,236.99,1.37,6.43,57.94,1.4,8.23,12.92,0.46
39147,-83.0136,40.116,1670523623,1,317.1,1.72,12.68,36.12,2.59,9.51,10.76,0.23
39148,-80.0612,26.4612,1670523623,2,198.6,0.3,1.63,87.98,0.83,3.46,7.81,0.1
39149,-82.7372,27.7135,1670523623,1,307.08,2.68,18.17,68.67,4.29,9.93,13.37,0.93
39150,-94.4813,37.044,1670523623,1,277.04,2.54,3.47,21.99,0.51,4.4,4.69,0.42
39151,-122.8951,38.6326,1670523623,1,233.65,0.07,4.67,49.35,0.75,5.05,6.29,0.1
39152,-115.1732,36.0898,1670523623,4,1121.52,92.09,63.06,13.05,4.11,44.36,74.33,12.79
39153,-122.3806,38.5213,1670523623,1,220.3,0.09,3.77,53.64,0.82,4.69,6.05,0.03
39154,-111.6025,37.7703,1670523623,1,180.24,0.21,0.48,74.39,0.16,1.63,4.22,0.39
39155,-74.3697,41.4631,1670523623,1,226.97,0.09,1.05,77.25,0.57,0.65,0.72,0.05
39156,-120.7507,35.5535,1670523623,1,320.44,2.99,11.82,18.6,0.07,8.33,9.52,0.52
39157,-95.196,29.9996,1670523623,1,223.64,1.87,9.08,62.94,5.19,5.92,15.37,0.27
39158,-91.6202,42.0285,1670523623,2,280.38,2.24,7.88,38.27,3.16,12.6,13.98,0.46
39159,-82.1507,28.0264,1670523623,2,200.27,0.12,0.92,80.11,0.17,4.22,6.09,0.01
39160,-122.1977,47.6123,1670523623,1,333.79,0.24,24.68,38.62,2.59,4.66,6.46,0.55
39161,-120.1198,39.2814,1670523623,1,170.23,0.05,0.74,79.39,0.13,0.59,0.67,0.11
39162,-122.4649,38.5014,1670523623,1,226.97,0.13,4.37,51.5,0.78,5.4,7.03,0.1
39163,-120.2385,37.9735,1670523623,1,260.35,0.8,4.8,47.92,0.04,1.58,1.92,0.63
39164,-95.546,29.9281,1670523623,1,216.96,1.3,8.4,55.08,6.08,6.46,15.38,0.22
39165,-106.3681,39.6394,1670523623,1,175.24,0.28,1.04,62.94,1.22,0.5,0.59,0.14
39166,-98.5556,34.0771,1670523623,1,257.02,1.08,1.8,26.11,0.49,5.75,6.39,0.42
39167,-79.3732,35.1943,1670523623,1,260.35,1.02,5.66,21.82,1.68,4.31,5.02,0.19
39168,-100.3624,44.3711,1670523623,1,260.35,1.12,4.07,43.27,1.27,8.84,9.94,4.18
39169,-96.6932,43.5471,1670523623,1,260.35,0.46,7.97,49.35,1.64,7.06,7.9,5.38
39170,-115.1632,36.1143,1670523623,4,1121.52,92.09,63.06,13.05,4.11,44.36,74.33,12.79
39171,-83.5764,35.8094,1670523623,1,257.02,2.93,5.01,5.59,0.86,7.1,7.47,0.02
39172,-96.8019,32.7858,1670523623,1,203.61,0.56,6.0,42.2,1.16,2.69,4.06,0.34
39173,-117.2082,33.125,1670523623,3,453.95,12.18,16.79,22.17,1.31,21.84,29.38,1.06
39174,-92.222,34.7142,1670523623,1,198.6,0.32,3.86,29.68,0.9,3.82,5.39,0.06
