base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,main.sea_level,main.grnd_level,wind.gust,rain.1h,weather.id,weather.main,weather.description,weather.icon
stations,10000.0,2022-09-22 13:00:00,-36000.0,5856195.0,Honolulu,200.0,-157.8583,21.3069,23.89,24.5,22.58,24.9,1012.0,83.0,2.06,100.0,20.0,1.0,7878.0,US,2022-09-22 16:20:16,2022-09-23 04:27:55,,,,,801,Clouds,few clouds,02n
stations,10000.0,2022-09-22 13:00:00,-36000.0,5850871.0,Maui County,200.0,-156.4924,20.8694,23.5,23.89,21.67,25.12,1012.0,76.0,2.57,170.0,0.0,2.0,19170.0,US,2022-09-22 16:14:49,2022-09-23 04:22:27,,,,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-36000.0,5848956.0,Kealakekua,200.0,-155.9133,19.5097,20.19,20.38,19.13,22.55,1014.0,81.0,3.39,345.0,97.0,2.0,2002394.0,US,2022-09-22 16:12:33,2022-09-23 04:20:05,1014.0,953.0,3.61,0.11,500,Rain,light rain,10n
stations,10000.0,2022-09-22 13:00:00,-36000.0,5854410.0,Waikoloa,200.0,-155.7981,19.9775,22.71,23.31,20.41,24.95,1014.0,87.0,0.1,32.0,27.0,2.0,2038499.0,US,2022-09-22 16:12:04,2022-09-23 04:19:38,1014.0,993.0,0.94,,802,Clouds,scattered clouds,03n
stations,10000.0,2022-09-22 13:00:00,-36000.0,5855815.0,Hawaiian Ocean View,200.0,-155.7781,19.1176,19.34,19.47,19.34,19.34,1014.0,82.0,2.46,56.0,33.0,,,US,2022-09-22 16:12:01,2022-09-23 04:19:32,1014.0,914.0,3.91,,802,Clouds,scattered clouds,03n
stations,10000.0,2022-09-22 13:00:00,-36000.0,5851902.0,Pāhala,200.0,-155.4689,19.2065,22.08,22.3,22.08,22.08,1016.0,75.0,2.73,47.0,1.0,,,US,2022-09-22 16:10:47,2022-09-23 04:18:18,1016.0,981.0,3.36,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-36000.0,5851253.0,Mountain View,200.0,-155.102,19.5554,19.11,19.69,18.33,21.51,1014.0,100.0,3.6,230.0,100.0,1.0,7881.0,US,2022-09-22 16:09:18,2022-09-23 04:16:50,,,,,500,Rain,light rain,10n
stations,10000.0,2022-09-22 13:00:00,-28800.0,5879400.0,Anchorage,200.0,-149.8246,61.2059,5.75,3.01,3.87,6.97,995.0,83.0,3.6,150.0,100.0,1.0,7756.0,US,2022-09-22 15:43:47,2022-09-23 04:00:09,,,,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-28800.0,5858289.0,Butte,200.0,-149.0317,61.5342,4.29,2.48,3.97,5.59,996.0,90.0,2.06,100.0,100.0,1.0,7637.0,US,2022-09-22 15:40:31,2022-09-23 03:57:04,,,,,500,Rain,light rain,10n
stations,9656.0,2022-09-22 13:00:00,-28800.0,5861897.0,Fairbanks,200.0,-147.7273,64.8458,3.32,3.32,1.94,4.79,995.0,94.0,0.0,0.0,100.0,1.0,7684.0,US,2022-09-22 15:34:15,2022-09-23 03:52:55,,,,0.25,500,Rain,light rain,10n
stations,9656.0,2022-09-22 13:00:00,-28800.0,5861897.0,Fairbanks,200.0,-147.6933,64.8459,3.35,3.35,1.94,4.78,995.0,94.0,0.0,0.0,100.0,1.0,7684.0,US,2022-09-22 15:34:06,2022-09-23 03:52:47,,,,0.25,500,Rain,light rain,10n
stations,6437.0,2022-09-22 13:00:00,-28800.0,5870294.0,North Pole,200.0,-147.3103,64.763,3.36,2.02,1.87,4.71,995.0,94.0,1.54,180.0,100.0,2.0,2005756.0,US,2022-09-22 15:32:36,2022-09-23 03:51:14,,,,0.25,701,Mist,mist,50n
stations,10000.0,2022-09-22 13:00:00,-28800.0,5865670.0,Kaktovik,200.0,-143.6239,70.1319,1.85,-2.97,1.85,1.85,1000.0,95.0,5.71,82.0,100.0,,,US,2022-09-22 15:15:22,2022-09-23 03:38:59,1000.0,1000.0,6.83,,500,Rain,light rain,10n
stations,10000.0,2022-09-22 13:00:00,-25200.0,6180550.0,Whitehorse,200.0,-135.0588,60.7197,8.18,5.47,5.05,8.43,997.0,64.0,4.63,180.0,100.0,2.0,47668.0,CA,2022-09-22 14:44:45,2022-09-23 03:01:05,,,7.72,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-28800.0,5846147.0,Fish Creek (historical),200.0,-134.5656,58.3889,9.06,9.06,7.15,9.99,1006.0,95.0,0.0,0.0,100.0,1.0,7729.0,US,2022-09-22 14:43:21,2022-09-23 02:58:32,,,,0.38,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,6111995.0,Port Renfrew,200.0,-124.6203,48.2867,8.33,6.52,8.33,8.53,1016.0,95.0,2.98,165.0,9.0,1.0,6130.0,CA,2022-09-22 14:05:16,2022-09-23 02:17:05,1016.0,979.0,5.75,,500,Rain,light rain,10n
stations,10000.0,2022-09-22 13:00:00,-25200.0,6111995.0,Port Renfrew,200.0,-124.61,48.3661,10.32,9.86,10.32,10.53,1016.0,94.0,1.71,168.0,7.0,1.0,6130.0,CA,2022-09-22 14:05:13,2022-09-23 02:17:03,1016.0,1016.0,4.7,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5715905.0,Brookings,200.0,-124.2768,42.0546,11.56,11.36,10.78,12.84,1020.0,99.0,1.54,0.0,0.0,1.0,3482.0,US,2022-09-22 14:04:36,2022-09-23 02:15:01,,,,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5720495.0,Coos Bay,200.0,-124.2639,43.3819,11.28,11.07,9.69,14.58,1020.0,100.0,3.09,140.0,75.0,2.0,2039399.0,US,2022-09-22 14:04:25,2022-09-23 02:15:06,,,,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5720495.0,Coos Bay,200.0,-124.2189,43.3626,11.73,11.57,9.99,14.88,1020.0,100.0,3.09,140.0,75.0,2.0,2039399.0,US,2022-09-22 14:04:14,2022-09-23 02:14:55,,,,,803,Clouds,broken clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5562087.0,Crescent City,200.0,-124.2035,41.7561,12.19,11.92,11.04,13.03,1020.0,94.0,1.54,120.0,0.0,1.0,3594.0,US,2022-09-22 14:04:20,2022-09-23 02:14:41,,,,,803,Clouds,broken clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5727032.0,Florence,200.0,-124.1093,43.9896,14.09,13.2,13.33,15.95,1018.0,63.0,0.45,167.0,100.0,2.0,2007248.0,US,2022-09-22 14:03:44,2022-09-23 02:14:32,,,2.24,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5757007.0,Toledo,200.0,-123.9401,44.6244,14.76,14.69,13.57,15.99,1020.0,92.0,3.58,193.0,100.0,2.0,2008594.0,US,2022-09-22 14:02:59,2022-09-23 02:13:56,,,4.47,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5785243.0,Aberdeen,200.0,-123.8317,46.9772,14.49,14.29,13.77,15.07,1017.0,88.0,0.45,236.0,95.0,2.0,2012182.0,US,2022-09-22 14:02:17,2022-09-23 02:13:46,,,1.79,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5756777.0,Tillamook,200.0,-123.82,45.4547,15.07,14.9,9.78,15.51,1020.0,87.0,0.0,0.0,100.0,1.0,6040.0,US,2022-09-22 14:02:25,2022-09-23 02:13:33,,,,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5807986.0,Raymond,200.0,-123.7318,46.6882,14.38,14.33,13.05,15.18,1018.0,94.0,3.41,208.0,100.0,2.0,2007148.0,US,2022-09-22 14:01:55,2022-09-23 02:13:20,1018.0,1018.0,7.49,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5718340.0,Cave Junction,200.0,-123.6484,42.1617,11.33,11.05,9.55,12.19,1021.0,97.0,0.78,162.0,3.0,2.0,2002982.0,US,2022-09-22 14:02:04,2022-09-23 02:12:31,1021.0,974.0,0.83,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5807212.0,Port Angeles,200.0,-123.4364,48.115,11.73,11.05,8.71,13.64,1016.0,80.0,3.6,230.0,0.0,1.0,5105.0,US,2022-09-22 14:00:33,2022-09-23 02:12:20,,,,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5729293.0,Green,200.0,-123.3822,43.1529,13.12,12.99,12.41,14.1,1020.0,96.0,0.0,0.0,100.0,2.0,2009989.0,US,2022-09-22 14:00:54,2022-09-23 02:11:33,,,,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5409500.0,Willits,200.0,-123.3587,39.3986,10.33,9.85,9.38,11.53,1020.0,93.0,1.31,47.0,0.0,2.0,2032967.0,US,2022-09-22 14:01:10,2022-09-23 02:11:06,1020.0,969.0,1.14,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5729080.0,Grants Pass,200.0,-123.3485,42.4341,12.22,11.95,10.8,13.55,1018.0,94.0,0.0,0.0,100.0,2.0,2011200.0,US,2022-09-22 14:00:50,2022-09-23 02:11:20,,,,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5722064.0,Dallas,200.0,-123.302,44.9226,12.9,12.18,9.71,15.82,1019.0,74.0,1.6,209.0,69.0,2.0,2002508.0,US,2022-09-22 14:00:24,2022-09-23 02:11:25,,,2.81,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5720727.0,Corvallis,200.0,-123.2927,44.5658,14.29,13.76,12.47,16.32,1019.0,76.0,0.0,0.0,100.0,2.0,2009551.0,US,2022-09-22 14:00:24,2022-09-23 02:11:20,,,,,803,Clouds,broken clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5906690.0,Bowen Island,200.0,-123.277,49.368,12.33,11.29,8.51,15.37,1015.0,64.0,2.06,100.0,0.0,1.0,546.0,CA,2022-09-22 13:59:45,2022-09-23 02:11:52,,,,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5404476.0,Ukiah,200.0,-123.2065,39.1505,11.8,11.46,10.91,12.98,1019.0,93.0,0.0,0.0,100.0,1.0,6129.0,US,2022-09-22 14:00:34,2022-09-23 02:10:28,,,,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,6122085.0,Richmond,200.0,-123.1522,49.1864,12.38,11.68,11.19,14.99,1014.0,77.0,7.2,110.0,0.0,2.0,47665.0,CA,2022-09-22 13:59:16,2022-09-23 02:11:20,,,,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5750516.0,Santa Clara,200.0,-123.1414,44.0672,14.71,14.53,13.39,15.92,1017.0,88.0,3.09,150.0,100.0,2.0,2008030.0,US,2022-09-22 13:59:51,2022-09-23 02:10:41,,,,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5750516.0,Santa Clara,200.0,-123.1211,44.1158,14.77,14.6,13.18,15.96,1020.0,88.0,3.09,150.0,100.0,2.0,19348.0,US,2022-09-22 13:59:45,2022-09-23 02:10:36,,,,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,6122085.0,Richmond,200.0,-123.1083,49.1414,12.39,11.72,11.17,14.97,1014.0,78.0,7.2,110.0,0.0,2.0,47665.0,CA,2022-09-22 13:59:06,2022-09-23 02:11:09,,,,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5727190.0,Forest Grove,200.0,-123.1055,45.5248,11.58,10.96,9.08,16.0,1018.0,83.0,0.45,99.0,39.0,2.0,2072615.0,US,2022-09-22 13:59:32,2022-09-23 02:10:42,,,0.89,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5810176.0,Shelton,200.0,-123.1008,47.2136,13.34,13.08,11.06,14.92,1016.0,90.0,5.66,230.0,0.0,1.0,5834.0,US,2022-09-22 13:59:19,2022-09-23 02:10:53,,,,,802,Clouds,scattered clouds,03n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5710756.0,Albany,200.0,-123.0915,44.6157,14.72,14.05,11.8,16.36,1007.0,69.0,2.05,178.0,99.0,2.0,2010919.0,US,2022-09-22 13:59:35,2022-09-23 02:10:32,,,4.81,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5725846.0,Eugene,200.0,-123.0838,44.0263,14.49,14.34,13.32,15.52,1014.0,90.0,1.26,162.0,99.0,2.0,2035138.0,US,2022-09-22 13:59:37,2022-09-23 02:10:27,,,2.24,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,6090785.0,North Vancouver,200.0,-123.0836,49.3239,12.05,11.22,10.74,14.02,1014.0,73.0,5.14,90.0,0.0,2.0,2003962.0,CA,2022-09-22 13:58:59,2022-09-23 02:11:05,,,8.75,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,7626786.0,Tsawwassen,200.0,-123.082,49.0099,12.21,11.63,10.84,14.12,1015.0,82.0,7.2,110.0,0.0,1.0,531.0,CA,2022-09-22 13:59:01,2022-09-23 02:11:02,1015.0,1008.0,,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,6090785.0,North Vancouver,200.0,-123.02,49.3,12.44,11.67,11.18,14.46,1014.0,74.0,5.14,90.0,0.0,2.0,2010216.0,CA,2022-09-22 13:58:44,2022-09-23 02:10:50,,,8.75,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5754005.0,Springfield,200.0,-123.0177,44.0467,14.41,14.26,13.27,15.47,1013.0,90.0,1.27,157.0,99.0,2.0,2011150.0,US,2022-09-22 13:59:21,2022-09-23 02:10:11,,,2.16,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5750162.0,Salem,200.0,-123.0059,44.9431,14.14,13.62,10.6,16.4,1021.0,77.0,3.09,180.0,100.0,1.0,5858.0,US,2022-09-22 13:59:12,2022-09-23 02:10:14,,,,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,7798683.0,New Westminster,200.0,-122.9856,49.2153,11.61,10.78,10.43,13.71,1014.0,75.0,5.14,90.0,0.0,2.0,2009529.0,CA,2022-09-22 13:58:36,2022-09-23 02:10:41,,,8.75,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5730675.0,Hayesville,200.0,-122.9763,44.9766,14.12,13.6,10.64,16.03,1022.0,77.0,3.09,180.0,100.0,2.0,2030790.0,US,2022-09-22 13:59:05,2022-09-23 02:10:07,,,,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5731371.0,Hillsboro,200.0,-122.9724,45.5285,12.25,11.8,9.12,16.71,1017.0,87.0,0.76,207.0,30.0,2.0,2013060.0,US,2022-09-22 13:59:00,2022-09-23 02:10:10,,,1.32,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5911606.0,Burnaby,200.0,-122.9711,49.2794,11.76,10.92,10.53,13.81,1014.0,74.0,5.14,90.0,0.0,2.0,2009437.0,CA,2022-09-22 13:58:32,2022-09-23 02:10:38,,,8.75,,802,Clouds,scattered clouds,03n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5789817.0,Chehalis,200.0,-122.9673,46.6641,10.96,10.62,9.86,14.52,1019.0,96.0,1.55,156.0,75.0,2.0,2036516.0,US,2022-09-22 13:58:51,2022-09-23 02:10:17,,,2.91,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5801617.0,Longview,200.0,-122.9619,46.1394,13.35,13.14,9.44,14.43,1019.0,92.0,1.34,239.0,75.0,2.0,19982.0,US,2022-09-22 13:58:54,2022-09-23 02:10:12,,,1.34,,803,Clouds,broken clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5573443.0,Weaverville,200.0,-122.9411,40.7347,11.69,11.34,7.87,11.9,1022.0,93.0,0.96,319.0,0.0,2.0,20929.0,US,2022-09-22 13:59:22,2022-09-23 02:09:33,1022.0,949.0,0.98,,803,Clouds,broken clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5757706.0,Turner,200.0,-122.9151,44.8103,14.51,14.11,11.01,16.14,1019.0,80.0,3.09,180.0,100.0,2.0,2009836.0,US,2022-09-22 13:58:51,2022-09-23 02:09:51,,,,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5937615.0,Delta,200.0,-122.9017,49.1583,11.6,10.8,8.91,13.76,1014.0,76.0,2.68,110.0,0.0,2.0,2003879.0,CA,2022-09-22 13:58:16,2022-09-23 02:10:20,,,5.81,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5740099.0,Medford,200.0,-122.8803,42.3316,11.81,11.53,9.89,12.64,1019.0,95.0,0.52,168.0,11.0,2.0,2010307.0,US,2022-09-22 13:58:59,2022-09-23 02:09:28,,,0.86,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5761708.0,Woodburn,200.0,-122.8547,45.1431,13.69,12.94,9.95,16.06,1020.0,70.0,3.6,200.0,100.0,2.0,2036356.0,US,2022-09-22 13:58:35,2022-09-23 02:09:39,,,,,801,Clouds,few clouds,02n
stations,10000.0,2022-09-22 13:00:00,-25200.0,6111962.0,Port Moody,200.0,-122.8492,49.2808,12.32,11.54,9.21,14.42,1015.0,74.0,2.68,110.0,0.0,2.0,2004473.0,CA,2022-09-22 13:58:03,2022-09-23 02:10:08,,,5.81,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5800112.0,Lacey,200.0,-122.8215,47.0293,12.83,12.44,8.88,14.54,1017.0,87.0,3.6,190.0,100.0,2.0,2006008.0,US,2022-09-22 13:58:14,2022-09-23 02:09:44,,,,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5394165.0,Sebastopol,200.0,-122.8183,38.4038,11.36,10.8,9.62,15.59,1018.0,86.0,1.54,310.0,0.0,2.0,2005774.0,US,2022-09-22 13:59:05,2022-09-23 02:08:52,,,,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5713376.0,Beaverton,200.0,-122.8159,45.4702,12.85,12.49,8.95,16.55,1018.0,88.0,2.24,225.0,45.0,2.0,2033837.0,US,2022-09-22 13:58:23,2022-09-23 02:09:32,,,5.36,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5751253.0,Shady Cove,200.0,-122.8102,42.6232,12.1,11.85,9.76,12.51,1021.0,95.0,0.24,110.0,52.0,2.0,2074107.0,US,2022-09-22 13:58:40,2022-09-23 02:09:12,1021.0,969.0,0.76,,802,Clouds,scattered clouds,03n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5752024.0,Silverton,200.0,-122.7904,45.015,14.42,13.77,10.5,15.97,1019.0,71.0,2.24,360.0,69.0,2.0,2035159.0,US,2022-09-22 13:58:20,2022-09-23 02:09:23,,,4.92,,803,Clouds,broken clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5755890.0,Talent,200.0,-122.7877,42.2299,10.57,10.14,8.88,11.63,1024.0,94.0,0.83,162.0,9.0,2.0,2016376.0,US,2022-09-22 13:58:37,2022-09-23 02:09:05,,,0.9,,803,Clouds,broken clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5807239.0,Port Townsend,200.0,-122.7789,48.1291,11.22,10.8,8.83,15.09,1019.0,92.0,1.79,143.0,7.0,2.0,2017979.0,US,2022-09-22 13:57:55,2022-09-23 02:09:42,,,2.68,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5808311.0,Ridgefield,200.0,-122.7721,45.7685,12.29,12.06,9.61,17.03,1018.0,95.0,0.0,0.0,100.0,2.0,2018722.0,US,2022-09-22 13:58:11,2022-09-23 02:09:23,,,,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5724406.0,Durham,200.0,-122.7455,45.3992,13.47,13.09,9.31,16.73,1018.0,85.0,3.6,200.0,100.0,2.0,2002794.0,US,2022-09-22 13:58:07,2022-09-23 02:09:15,,,,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5814616.0,Vancouver,200.0,-122.7376,45.5901,13.09,12.78,9.41,16.83,1018.0,89.0,0.45,162.0,0.0,2.0,2009544.0,US,2022-09-22 13:58:04,2022-09-23 02:09:14,,,0.89,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5755674.0,Sweet Home,200.0,-122.7305,44.3958,13.98,13.86,13.27,15.64,1019.0,93.0,1.02,167.0,88.0,2.0,2011638.0,US,2022-09-22 13:58:10,2022-09-23 02:09:04,,,1.6,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,6105816.0,Pitt Meadows,200.0,-122.7089,49.2453,12.16,11.36,9.25,14.46,1015.0,74.0,0.45,25.0,0.0,2.0,2011231.0,CA,2022-09-22 13:57:29,2022-09-23 02:09:35,,,1.79,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5711789.0,Ashland,200.0,-122.7086,42.1941,10.66,10.26,8.81,12.79,1024.0,95.0,0.69,151.0,20.0,2.0,2016376.0,US,2022-09-22 13:58:18,2022-09-23 02:08:46,,,0.78,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5924204.0,Cloverdale,200.0,-122.6942,49.1328,11.66,10.89,9.67,14.02,1013.0,77.0,1.03,80.0,0.0,2.0,2008532.0,CA,2022-09-22 13:57:27,2022-09-23 02:09:30,,,,,801,Clouds,few clouds,02n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5746545.0,Portland,200.0,-122.6881,45.5187,13.47,13.14,9.35,16.77,1019.0,87.0,2.24,225.0,75.0,2.0,2008548.0,US,2022-09-22 13:57:52,2022-09-23 02:09:02,,,5.36,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5746545.0,Portland,200.0,-122.671,45.5581,13.29,12.95,9.23,16.66,1018.0,87.0,2.24,225.0,75.0,2.0,2072986.0,US,2022-09-22 13:57:48,2022-09-23 02:08:58,,,5.36,,803,Clouds,broken clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5805441.0,Oak Harbor,200.0,-122.66,48.2944,12.16,11.76,8.77,14.36,1016.0,89.0,3.09,130.0,75.0,2.0,2011555.0,US,2022-09-22 13:57:25,2022-09-23 02:09:15,,,,,803,Clouds,broken clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5746545.0,Portland,200.0,-122.6533,45.5142,13.81,13.49,9.55,16.97,1019.0,86.0,2.24,225.0,75.0,2.0,2013569.0,US,2022-09-22 13:57:44,2022-09-23 02:08:53,,,5.36,,803,Clouds,broken clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5574093.0,Yreka,200.0,-122.6336,41.7268,6.72,5.32,6.71,8.7,1021.0,93.0,2.06,200.0,0.0,1.0,5844.0,US,2022-09-22 13:58:03,2022-09-23 02:08:25,,,,,803,Clouds,broken clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5793780.0,Enetai,200.0,-122.6274,47.5927,13.46,13.13,10.08,15.37,1017.0,87.0,3.09,200.0,75.0,2.0,2037498.0,US,2022-09-22 13:57:23,2022-09-23 02:09:02,,,,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5738587.0,Lyons,200.0,-122.617,44.7787,14.31,14.3,11.16,15.53,1020.0,96.0,1.46,185.0,77.0,2.0,2001995.0,US,2022-09-22 13:57:40,2022-09-23 02:08:40,1020.0,996.0,3.58,,803,Clouds,broken clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5785657.0,Anacortes,200.0,-122.6132,48.5201,12.81,12.47,10.15,14.54,1016.0,89.0,3.09,130.0,100.0,2.0,2009669.0,US,2022-09-22 13:57:12,2022-09-23 02:09:06,,,,,803,Clouds,broken clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5736378.0,Lents,200.0,-122.6029,45.4966,13.69,13.33,9.2,16.62,1019.0,85.0,2.24,225.0,75.0,2.0,2005350.0,US,2022-09-22 13:57:32,2022-09-23 02:08:41,,,5.36,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5736378.0,Lents,200.0,-122.6015,45.4714,13.72,13.34,9.2,16.55,1019.0,84.0,2.24,225.0,75.0,2.0,2017561.0,US,2022-09-22 13:57:32,2022-09-23 02:08:41,,,5.36,,803,Clouds,broken clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5742096.0,Mulino,200.0,-122.5882,45.2593,13.53,12.9,9.24,15.92,1019.0,75.0,3.6,200.0,100.0,2.0,2045918.0,US,2022-09-22 13:57:30,2022-09-23 02:08:36,,,,,803,Clouds,broken clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5814950.0,Walnut Grove,200.0,-122.5874,45.6434,13.16,12.83,9.25,16.67,1017.0,88.0,1.54,260.0,0.0,2.0,2041185.0,US,2022-09-22 13:57:27,2022-09-23 02:08:38,,,,,804,Clouds,overcast clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5736378.0,Lents,200.0,-122.5795,45.5418,13.65,13.29,9.22,16.64,1019.0,85.0,2.24,225.0,75.0,2.0,2009470.0,US,2022-09-22 13:57:26,2022-09-23 02:08:36,,,2.24,,800,Clear,clear sky,01n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5746545.0,Portland,200.0,-122.5756,45.5622,13.85,13.54,9.5,16.92,1019.0,86.0,2.24,225.0,75.0,2.0,2076094.0,US,2022-09-22 13:57:25,2022-09-23 02:08:35,,,2.24,,803,Clouds,broken clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,6049430.0,Township of Langley,200.0,-122.5669,49.0956,11.57,10.79,9.59,13.99,1013.0,77.0,1.54,330.0,20.0,2.0,2008532.0,CA,2022-09-22 13:56:56,2022-09-23 02:08:59,,,,,803,Clouds,broken clouds,04n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5785657.0,Anacortes,200.0,-122.56,48.4654,12.47,12.07,9.2,14.4,1016.0,88.0,3.09,130.0,100.0,2.0,2008457.0,US,2022-09-22 13:57:00,2022-09-23 02:08:53,,,,,711,Smoke,smoke,50n
stations,10000.0,2022-09-22 13:00:00,-25200.0,5792201.0,Delta,200.0,-122.5544,48.9507,12.2,11.64,9.44,14.37,1015.0,83.0,7.72,170.0,20.0,2.0,2007975.0,US,2022-09-22 13:56:55,2022-09-23 02:08:55,,,13.38,,804,Clouds,overcast clouds,04n
